"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","example_tn_compounds","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
51,25378,CO/N=C/C1=CC=C(Cl)C=C1,5,0,5,0,0,-0.1736,-0.2051,100.00,5,5,100.0,-0.205,-0.146,Compound: CHEMBL2046446 | SMILES: CCCCCCC[C@@H](O)C1=CC=CC(CN2CCC(COC3=CC=C(/C(=N\OC)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.169 | Prediction: 0.038 | MW: 611.7 | LogP: 9.08 || Compound: CHEMBL2046518 | SMILES: CCCCCC[C@@H](CN1CCC(COC2=CC=C(/C(=N\OC)C3=CC=C(Cl)C=C3)C(Cl)=C2)CC1)OC(N)=O | Attribution: -0.205 | Prediction: 0.034 | MW: 564.6 | LogP: 6.92 || Compound: CHEMBL2046501 | SMILES: CCCCCC[C@H](CN1CCC(COC2=CC=CC(/C(=N\OC)C3=CC=C(Cl)C=C3)=C2)CC1)OC(N)=O | Attribution: -0.179 | Prediction: 0.039 | MW: 530.1 | LogP: 6.26,LOWEST ATTR (INACTIVE): CHEMBL2046518 | SMILES: CCCCCC[C@@H](CN1CCC(COC2=CC=C(/C(=N\OC)C3=CC=C(Cl)C=C3)C(Cl)=C2)CC1)OC(N)=O | Attribution: -0.205 | Prediction: 0.034 | MW: 564.6 | LogP: 6.92,HIGHEST ATTR (INACTIVE): CHEMBL2046507 | SMILES: CCCCCCC[C@@H](O)C1=CC=CC(CN2CCC(COC3=CC=CC(/C(=N\OC)C4=CC=C(Cl)C=C4)=C3)CC2)=C1 | Attribution: -0.146 | Prediction: 0.057 | MW: 577.2 | LogP: 8.42,,
52,11691,O=C(N/N=C/C1=CC([N+](=O)[O-])=CC=C1OCC1=CNN=N1)C1=CC=NC=C1,5,0,5,0,0,-0.1716,-0.1876,100.00,5,5,100.0,-0.188,-0.157,Compound: CHEMBL4794482 | SMILES: COC1=CC=CC=C1N1C=C(COC2=CC=C([N+](=O)[O-])C=C2/C=N/NC(=O)C2=CC=NC=C2)N=N1 | Attribution: -0.181 | Prediction: 0.132 | MW: 473.4 | LogP: 2.92 || Compound: CHEMBL4750867 | SMILES: CC1=CC=CC=C1N1C=C(COC2=CC=C([N+](=O)[O-])C=C2/C=N/NC(=O)C2=CC=NC=C2)N=N1 | Attribution: -0.171 | Prediction: 0.141 | MW: 457.5 | LogP: 3.22 || Compound: CHEMBL4748483 | SMILES: COC1=CC=C(N2C=C(COC3=CC=C([N+](=O)[O-])C=C3/C=N/NC(=O)C3=CC=NC=C3)N=N2)C=C1 | Attribution: -0.188 | Prediction: 0.113 | MW: 473.4 | LogP: 2.92,LOWEST ATTR (INACTIVE): CHEMBL4748483 | SMILES: COC1=CC=C(N2C=C(COC3=CC=C([N+](=O)[O-])C=C3/C=N/NC(=O)C3=CC=NC=C3)N=N2)C=C1 | Attribution: -0.188 | Prediction: 0.113 | MW: 473.4 | LogP: 2.92,HIGHEST ATTR (INACTIVE): CHEMBL4741822 | SMILES: O=C(N/N=C/C1=CC([N+](=O)[O-])=CC=C1OCC1=CN(C2=CC=CC(Cl)=C2)N=N1)C1=CC=NC=C1 | Attribution: -0.157 | Prediction: 0.139 | MW: 477.9 | LogP: 3.57,,
53,72405,CNC1=NC(=O)[C@@H]([C@@H](C)C-C-N)O1,5,0,5,0,0,-0.1671,-0.2567,100.00,4,5,80.0,-0.257,-0.091,Compound: CHEMBL5206896 | SMILES: CNC1=NC(=O)[C@@H]([C@@H](C)C2=CNC3=CC=CC=C23)O1 | Attribution: -0.257 | Prediction: 0.046 | MW: 257.3 | LogP: 1.77 || Compound: CHEMBL5180754 | SMILES: CNC1=NC(=O)[C@@H]([C@@H](C)C2=CNC3=CC(F)=CC=C23)O1 | Attribution: -0.199 | Prediction: 0.063 | MW: 275.3 | LogP: 1.91 || Compound: CHEMBL5194423 | SMILES: CNC1=NC(=O)[C@@H]([C@@H](C)C2=CNC3=CC=CC(Br)=C23)O1 | Attribution: -0.174 | Prediction: 0.084 | MW: 336.2 | LogP: 2.53,LOWEST ATTR (INACTIVE): CHEMBL5206896 | SMILES: CNC1=NC(=O)[C@@H]([C@@H](C)C2=CNC3=CC=CC=C23)O1 | Attribution: -0.257 | Prediction: 0.046 | MW: 257.3 | LogP: 1.77,HIGHEST ATTR (INACTIVE): CHEMBL5178478 | SMILES: CNC1=NC(=O)[C@@H]([C@@H](C)C2=CNC3=CC=CC(F)=C23)O1 | Attribution: -0.091 | Prediction: 0.089 | MW: 275.3 | LogP: 1.91,,
54,23512,BrC1=CC=C2NC=C(CC3=CNC4=CC=C(Br)C=C34)C2=C1,14,9,5,0,0,-0.1620,-0.3610,35.71,9,14,64.3,-0.361,0.118,Compound: CHEMBL2430241 | SMILES: COC1=CC=CC(C(C2=CNC3=CC=C(Br)C=C23)C2=CNC3=CC=C(Br)C=C23)=C1OC | Attribution: -0.361 | Prediction: 0.235 | MW: 540.3 | LogP: 7.37 || Compound: CHEMBL2430245 | SMILES: COC1=CC=C(Br)C=C1C(C1=CNC2=CC=C(Br)C=C12)C1=CNC2=CC=C(Br)C=C12 | Attribution: -0.360 | Prediction: 0.379 | MW: 589.1 | LogP: 8.13 || Compound: CHEMBL2430243 | SMILES: COC1=CC=C(C(C2=CNC3=CC=C(Br)C=C23)C2=CNC3=CC=C(Br)C=C23)C=C1OC | Attribution: -0.359 | Prediction: 0.218 | MW: 540.3 | LogP: 7.37,LOWEST ATTR (INACTIVE): CHEMBL2430241 | SMILES: COC1=CC=CC(C(C2=CNC3=CC=C(Br)C=C23)C2=CNC3=CC=C(Br)C=C23)=C1OC | Attribution: -0.361 | Prediction: 0.235 | MW: 540.3 | LogP: 7.37,HIGHEST ATTR (ACTIVE): CHEMBL2430240 | SMILES: OC1=CC=CC(C(C2=CNC3=CC=C(Br)C=C23)C2=CNC3=CC=C(Br)C=C23)=C1 | Attribution: 0.118 | Prediction: 0.941 | MW: 496.2 | LogP: 7.06,ACTIVE w/ NEG ATTR: CHEMBL2430214 | SMILES: O=[N+]([O-])C1=CC=C(C(C2=CNC3=CC=C(Br)C=C23)C2=CNC3=CC=C(Br)C=C23)C=C1 | Attribution: -0.206 | Prediction: 0.501 | MW: 525.2,
55,4500,C-C(C1=CSC(N2C=C(C=O)C(C3=CC=C(C)C=C3)=N2)=N1)-C(=O)-O,5,0,5,0,0,-0.1548,-0.1805,100.00,5,5,100.0,-0.180,-0.109,Compound: CHEMBL3741757 | SMILES: CC1=CC=C(C2=NN(C3=NC(C4=CC5=CC(Br)=CC(Br)=C5OC4=O)=CS3)C=C2C=O)C=C1 | Attribution: -0.179 | Prediction: 0.060 | MW: 571.3 | LogP: 6.42 || Compound: CHEMBL3742224 | SMILES: CC1=CC=C(C2=NN(C3=NC(C4=CC5=CC(Cl)=CC(Cl)=C5OC4=O)=CS3)C=C2C=O)C=C1 | Attribution: -0.165 | Prediction: 0.069 | MW: 482.3 | LogP: 6.20 || Compound: CHEMBL3739596 | SMILES: COC1=CC=CC2=C1OC(=O)C(C1=CSC(N3C=C(C=O)C(C4=CC=C(C)C=C4)=N3)=N1)=C2 | Attribution: -0.180 | Prediction: 0.046 | MW: 443.5 | LogP: 4.90,LOWEST ATTR (INACTIVE): CHEMBL3739596 | SMILES: COC1=CC=CC2=C1OC(=O)C(C1=CSC(N3C=C(C=O)C(C4=CC=C(C)C=C4)=N3)=N1)=C2 | Attribution: -0.180 | Prediction: 0.046 | MW: 443.5 | LogP: 4.90,HIGHEST ATTR (INACTIVE): CHEMBL3740529 | SMILES: CC1=CC=C(C2=NN(C3=NC(C4=CC5=CC=CC=C5OC4=O)=CS3)C=C2C=O)C=C1 | Attribution: -0.109 | Prediction: 0.074 | MW: 413.5 | LogP: 4.89,,
56,63717,O=C1C=C(/C=C/C2=COC=C2)OC=C1O,5,0,5,0,0,-0.1495,-0.1626,100.00,5,5,100.0,-0.163,-0.134,Compound: CHEMBL3623397 | SMILES: CC1=CC(Cl)=CC=C1OC1=COC(/C=C/C2=COC=C2)=CC1=O | Attribution: -0.163 | Prediction: 0.026 | MW: 328.8 | LogP: 5.16 || Compound: CHEMBL3623414 | SMILES: O=C1C=C(/C=C/C2=COC=C2)OC=C1OC1=C(Cl)C=CC=C1Cl | Attribution: -0.159 | Prediction: 0.027 | MW: 349.2 | LogP: 5.50 || Compound: CHEMBL3623406 | SMILES: O=C1C=C(/C=C/C2=COC=C2)OC=C1OC1=CC=C(Cl)C=C1Cl | Attribution: -0.155 | Prediction: 0.031 | MW: 349.2 | LogP: 5.50,LOWEST ATTR (INACTIVE): CHEMBL3623397 | SMILES: CC1=CC(Cl)=CC=C1OC1=COC(/C=C/C2=COC=C2)=CC1=O | Attribution: -0.163 | Prediction: 0.026 | MW: 328.8 | LogP: 5.16,HIGHEST ATTR (INACTIVE): CHEMBL3621228 | SMILES: CC1=CC=C(OC2=COC(/C=C/C3=COC=C3)=CC2=O)C(C)=C1 | Attribution: -0.134 | Prediction: 0.032 | MW: 308.3 | LogP: 4.81,,
57,31698,C=C/C(=O)C1=NC=CC2=C1NC1=CC=CC=C12,5,0,5,0,0,-0.1434,-0.2076,100.00,4,5,80.0,-0.208,-0.084,Compound: CHEMBL4226249 | SMILES: O=C(/C=C/C1=CC=C(C(F)(F)F)C=C1)C1=NC=CC2=C1NC1=CC=CC=C12 | Attribution: -0.208 | Prediction: 0.128 | MW: 366.3 | LogP: 5.63 || Compound: CHEMBL4227956 | SMILES: CN(C)C1=CC=C(/C=C/C(=O)C2=NC=CC3=C2NC2=CC=CC=C23)C=C1 | Attribution: -0.130 | Prediction: 0.136 | MW: 341.4 | LogP: 4.68 || Compound: CHEMBL4227096 | SMILES: COC1=CC(/C=C/C(=O)C2=NC=CC3=C2NC2=CC=CC=C23)=CC(OC)=C1OC | Attribution: -0.180 | Prediction: 0.089 | MW: 388.4 | LogP: 4.64,LOWEST ATTR (INACTIVE): CHEMBL4226249 | SMILES: O=C(/C=C/C1=CC=C(C(F)(F)F)C=C1)C1=NC=CC2=C1NC1=CC=CC=C12 | Attribution: -0.208 | Prediction: 0.128 | MW: 366.3 | LogP: 5.63,HIGHEST ATTR (INACTIVE): CHEMBL4225729 | SMILES: CC1=CC=C(/C=C/C(=O)C2=NC=CC3=C2NC2=CC=CC=C23)C=C1 | Attribution: -0.084 | Prediction: 0.143 | MW: 312.4 | LogP: 4.92,,
58,4499,CC1=CC=C(C2=NN(C3=NC=CS3)C=C2C=O)C=C1,5,0,5,0,0,-0.1392,-0.2399,100.00,3,5,60.0,-0.240,-0.010,Compound: CHEMBL3740902 | SMILES: CC1=CC=C(C2=NN(C3=NC(C4=CC5=CC(Br)=CC=C5OC4=O)=CS3)C=C2C=O)C=C1 | Attribution: -0.124 | Prediction: 0.083 | MW: 492.4 | LogP: 5.65 || Compound: CHEMBL3741757 | SMILES: CC1=CC=C(C2=NN(C3=NC(C4=CC5=CC(Br)=CC(Br)=C5OC4=O)=CS3)C=C2C=O)C=C1 | Attribution: -0.240 | Prediction: 0.060 | MW: 571.3 | LogP: 6.42 || Compound: CHEMBL3742224 | SMILES: CC1=CC=C(C2=NN(C3=NC(C4=CC5=CC(Cl)=CC(Cl)=C5OC4=O)=CS3)C=C2C=O)C=C1 | Attribution: -0.227 | Prediction: 0.069 | MW: 482.3 | LogP: 6.20,LOWEST ATTR (INACTIVE): CHEMBL3741757 | SMILES: CC1=CC=C(C2=NN(C3=NC(C4=CC5=CC(Br)=CC(Br)=C5OC4=O)=CS3)C=C2C=O)C=C1 | Attribution: -0.240 | Prediction: 0.060 | MW: 571.3 | LogP: 6.42,HIGHEST ATTR (INACTIVE): CHEMBL3739596 | SMILES: COC1=CC=CC2=C1OC(=O)C(C1=CSC(N3C=C(C=O)C(C4=CC=C(C)C=C4)=N3)=N1)=C2 | Attribution: -0.010 | Prediction: 0.046 | MW: 443.5 | LogP: 4.90,,
59,122833,O=C1C=C(/C=C/C2=CC=CN=C2)OC=C1O,5,0,5,0,0,-0.1388,-0.1711,100.00,4,5,80.0,-0.171,-0.076,Compound: CHEMBL3623407 | SMILES: O=C1C=C(/C=C/C2=CC=CN=C2)OC=C1OC1=CC=C(Cl)C=C1Cl | Attribution: -0.156 | Prediction: 0.034 | MW: 360.2 | LogP: 5.30 || Compound: CHEMBL3623415 | SMILES: O=C1C=C(/C=C/C2=CC=CN=C2)OC=C1OC1=C(Cl)C=CC=C1Cl | Attribution: -0.171 | Prediction: 0.034 | MW: 360.2 | LogP: 5.30 || Compound: CHEMBL3623412 | SMILES: O=C1C=C(/C=C/C2=CC=CN=C2)OC=C1OC1=CC=CC(Cl)=C1Cl | Attribution: -0.146 | Prediction: 0.036 | MW: 360.2 | LogP: 5.30,LOWEST ATTR (INACTIVE): CHEMBL3623415 | SMILES: O=C1C=C(/C=C/C2=CC=CN=C2)OC=C1OC1=C(Cl)C=CC=C1Cl | Attribution: -0.171 | Prediction: 0.034 | MW: 360.2 | LogP: 5.30,HIGHEST ATTR (INACTIVE): CHEMBL3623409 | SMILES: CC1=CC=C(OC2=COC(/C=C/C3=CC=CN=C3)=CC2=O)C(C)=C1 | Attribution: -0.076 | Prediction: 0.036 | MW: 319.4 | LogP: 4.61,,
60,111785,O=C1C=C(/C=C/C2=CC=CC=C2)OC=C1O,5,0,5,0,0,-0.1292,-0.1609,100.00,4,5,80.0,-0.161,-0.072,Compound: CHEMBL3623396 | SMILES: CC1=CC(Cl)=CC=C1OC1=COC(/C=C/C2=CC=CC=C2)=CC1=O | Attribution: -0.139 | Prediction: 0.030 | MW: 338.8 | LogP: 5.56 || Compound: CHEMBL3623413 | SMILES: O=C1C=C(/C=C/C2=CC=CC=C2)OC=C1OC1=C(Cl)C=CC=C1Cl | Attribution: -0.161 | Prediction: 0.031 | MW: 359.2 | LogP: 5.91 || Compound: CHEMBL3623410 | SMILES: O=C1C=C(/C=C/C2=CC=CC=C2)OC=C1OC1=CC=CC(Cl)=C1Cl | Attribution: -0.139 | Prediction: 0.033 | MW: 359.2 | LogP: 5.91,LOWEST ATTR (INACTIVE): CHEMBL3623413 | SMILES: O=C1C=C(/C=C/C2=CC=CC=C2)OC=C1OC1=C(Cl)C=CC=C1Cl | Attribution: -0.161 | Prediction: 0.031 | MW: 359.2 | LogP: 5.91,HIGHEST ATTR (INACTIVE): CHEMBL3623408 | SMILES: CC1=CC=C(OC2=COC(/C=C/C3=CC=CC=C3)=CC2=O)C(C)=C1 | Attribution: -0.072 | Prediction: 0.033 | MW: 318.4 | LogP: 5.22,,
61,61757,C-C-C(C1=CC=C(N2CCOC2=O)N=C1)-C,9,4,5,0,0,-0.1276,-0.3808,55.56,5,9,55.6,-0.381,0.250,Compound: CHEMBL3400699 | SMILES: CC(=O)NC[C@@H]1OC(=O)N2C3=CC=C(C4=CC=C(N5CCOC5=O)N=C4)C=C3[S+]([O-])C[C@@H]12 | Attribution: -0.381 | Prediction: 0.262 | MW: 456.5 | LogP: 1.66 || Compound: CHEMBL3400700 | SMILES: CC(=O)NC[C@@H]1OC(=O)N2C3=CC=C(C4=CC=C(N5CCOC5=O)N=C4)C=C3S(=O)(=O)C[C@@H]12 | Attribution: -0.371 | Prediction: 0.397 | MW: 472.5 | LogP: 1.32 || Compound: CHEMBL3400701 | SMILES: CC(=O)NCC1OC(=O)N2C3=CC=C(C4=CC=C(N5CCOC5=O)N=C4)C=C3N(C(=O)OC(C)(C)C)CC12 | Attribution: -0.332 | Prediction: 0.137 | MW: 523.5 | LogP: 3.29,LOWEST ATTR (INACTIVE): CHEMBL3400699 | SMILES: CC(=O)NC[C@@H]1OC(=O)N2C3=CC=C(C4=CC=C(N5CCOC5=O)N=C4)C=C3[S+]([O-])C[C@@H]12 | Attribution: -0.381 | Prediction: 0.262 | MW: 456.5 | LogP: 1.66,HIGHEST ATTR (ACTIVE): CHEMBL2323179 | SMILES: O=C1OCCN1C1=CC=C(C2=CC=C3C(=C2)OC[C@H]2[C@H](CO)OC(=O)N32)C=N1 | Attribution: 0.250 | Prediction: 0.920 | MW: 383.4 | LogP: 1.78,ACTIVE w/ NEG ATTR: CHEMBL3400693 | SMILES: CC(=O)NC[C@@H]1OC(=O)N2C3=CC=C(C4=CC=C(N5CCOC5=O)N=C4)C=C3SC[C@@H]12 | Attribution: -0.148 | Prediction: 0.638 | MW: 440.5,
62,96853,NS(=O)(=O)C1=CC=C(N2C=C(/C=N/NC3=NC(C4=CC=CC=C4)=CS3)C=N2)C=C1,5,0,5,0,0,-0.1207,-0.1463,100.00,4,5,80.0,-0.146,-0.087,Compound: CHEMBL2234724 | SMILES: COC1=CC=C(C2=NN(C3=CC=C(S(N)(=O)=O)C=C3)C=C2/C=N/NC2=NC(C3=CC=CC=C3)=CS2)C=C1 | Attribution: -0.126 | Prediction: 0.049 | MW: 530.6 | LogP: 4.76 || Compound: CHEMBL2234738 | SMILES: NS(=O)(=O)C1=CC=C(N2C=C(/C=N/NC3=NC(C4=CC=CC=C4)=CS3)C(C3=CC=C(Cl)C=C3)=N2)C=C1 | Attribution: -0.146 | Prediction: 0.062 | MW: 535.1 | LogP: 5.41 || Compound: CHEMBL2235025 | SMILES: CC1=CC=C(C2=NN(C3=CC=C(S(N)(=O)=O)C=C3)C=C2/C=N/NC2=NC(C3=CC=CC=C3)=CS2)C=C1 | Attribution: -0.123 | Prediction: 0.050 | MW: 514.6 | LogP: 5.06,LOWEST ATTR (INACTIVE): CHEMBL2234738 | SMILES: NS(=O)(=O)C1=CC=C(N2C=C(/C=N/NC3=NC(C4=CC=CC=C4)=CS3)C(C3=CC=C(Cl)C=C3)=N2)C=C1 | Attribution: -0.146 | Prediction: 0.062 | MW: 535.1 | LogP: 5.41,HIGHEST ATTR (INACTIVE): CHEMBL2234732 | SMILES: NS(=O)(=O)C1=CC=C(N2C=C(/C=N/NC3=NC(C4=CC=CC=C4)=CS3)C(C3=CC=CC=C3)=N2)C=C1 | Attribution: -0.087 | Prediction: 0.067 | MW: 500.6 | LogP: 4.76,,
63,21552,O=[N+]([O-])C1=CC=C2N=COC2=C1,5,0,5,0,0,-0.1182,-0.1818,100.00,2,5,40.0,-0.182,-0.060,Compound: CHEMBL492142 | SMILES: O=[N+]([O-])C1=CC=C2N=C(C3=CC=C(Br)C=C3)OC2=C1 | Attribution: -0.182 | Prediction: 0.052 | MW: 319.1 | LogP: 4.17 || Compound: CHEMBL502315 | SMILES: O=[N+]([O-])C1=CC=C2N=C(C3=CC=CC=C3)OC2=C1 | Attribution: -0.092 | Prediction: 0.114 | MW: 240.2 | LogP: 3.40 || Compound: CHEMBL492141 | SMILES: O=[N+]([O-])C1=CC=C2N=C(C3=CC=C(F)C=C3)OC2=C1 | Attribution: -0.175 | Prediction: 0.064 | MW: 258.2 | LogP: 3.54,LOWEST ATTR (INACTIVE): CHEMBL492142 | SMILES: O=[N+]([O-])C1=CC=C2N=C(C3=CC=C(Br)C=C3)OC2=C1 | Attribution: -0.182 | Prediction: 0.052 | MW: 319.1 | LogP: 4.17,HIGHEST ATTR (INACTIVE): CHEMBL492038 | SMILES: CCC1=CC=C(C2=NC3=CC=C([N+](=O)[O-])C=C3O2)C=C1 | Attribution: -0.060 | Prediction: 0.103 | MW: 268.3 | LogP: 3.97,,
64,16502,CC[C@H]1C2=C(CCC=C(C)C)C(=O)O[C@H]2CC1C,5,0,5,0,0,-0.1085,-0.2028,100.00,3,5,60.0,-0.203,0.027,Compound: CHEMBL4212440 | SMILES: CCC(=O)O[C@@H]1C(=O)[C@@]2(C)[C@@H](CC[C@H]3C4=C(CCC=C(C)C)C(=O)O[C@H]4C[C@@]32C)[C@@]2(C)C=CC(=O)[C@@H](C)[C@H]12 | Attribution: -0.144 | Prediction: 0.012 | MW: 522.7 | LogP: 5.70 || Compound: CHEMBL4211894 | SMILES: CC(=O)O[C@@H]1C(=O)[C@@]2(C)[C@@H](CC[C@H]3C4=C(CCC=C(C)C)C(=O)O[C@H]4C[C@@]32C)[C@@]2(C)C=CC(=O)[C@@H](C)[C@H]12 | Attribution: -0.151 | Prediction: 0.017 | MW: 508.7 | LogP: 5.31 || Compound: CHEMBL4216867 | SMILES: CC(C)=CCCC1=C2[C@H](C[C@@]3(C)[C@H]2CC[C@H]2[C@@]4(C)C=CC(=O)[C@@H](C)[C@@H]4[C@H](O)C(=O)[C@@]23C)OC1=O | Attribution: -0.203 | Prediction: 0.015 | MW: 466.6 | LogP: 4.74,LOWEST ATTR (INACTIVE): CHEMBL4216867 | SMILES: CC(C)=CCCC1=C2[C@H](C[C@@]3(C)[C@H]2CC[C@H]2[C@@]4(C)C=CC(=O)[C@@H](C)[C@@H]4[C@H](O)C(=O)[C@@]23C)OC1=O | Attribution: -0.203 | Prediction: 0.015 | MW: 466.6 | LogP: 4.74,HIGHEST ATTR (INACTIVE): CHEMBL4203269 | SMILES: CC(=O)O[C@@H]1C(=O)[C@@]2(C)[C@@H](CC[C@H]3C4=C(CCC=C(C)C)C(=O)O[C@H]4C[C@@]32C)[C@@]2(C)CCC(=O)[C@@H](C)[C@H]12 | Attribution: 0.027 | Prediction: 0.034 | MW: 510.7 | LogP: 5.53,,INACTIVE w/ POS ATTR: CHEMBL4203269 | SMILES: CC(=O)O[C@@H]1C(=O)[C@@]2(C)[C@@H](CC[C@H]3C4=C(CCC=C(C)C)C(=O)O[C@H]4C[C@@]32C)[C@@]2(C)CCC(=O)[C@@H](C)[C@H]12 | Attribution: 0.027 | Prediction: 0.034 | MW: 510.7
65,25689,O=C1C(Br)=CN=C2ON=CN12,5,0,5,0,0,-0.1066,-0.3080,100.00,4,5,80.0,-0.308,0.366,Compound: CHEMBL5286394 | SMILES: O=C1C(Br)=CN=C2ON=C(C3=CC=CC=C3Cl)N12 | Attribution: -0.290 | Prediction: 0.093 | MW: 326.5 | LogP: 2.77 || Compound: CHEMBL5282298 | SMILES: O=C1C(Br)=CN=C2ON=C(C3=CC=CC=C3)N12 | Attribution: -0.308 | Prediction: 0.113 | MW: 292.1 | LogP: 2.11 || Compound: CHEMBL5270207 | SMILES: CC1=CC=C(C2=NOC3=NC=C(Br)C(=O)N23)C=C1 | Attribution: -0.155 | Prediction: 0.119 | MW: 306.1 | LogP: 2.42,LOWEST ATTR (INACTIVE): CHEMBL5282298 | SMILES: O=C1C(Br)=CN=C2ON=C(C3=CC=CC=C3)N12 | Attribution: -0.308 | Prediction: 0.113 | MW: 292.1 | LogP: 2.11,HIGHEST ATTR (INACTIVE): CHEMBL5277313 | SMILES: O=C1C(Br)=CN=C2ON=C(C3=CC=CC(Cl)=C3Cl)N12 | Attribution: 0.366 | Prediction: 0.284 | MW: 361.0 | LogP: 3.42,,INACTIVE w/ POS ATTR: CHEMBL5277313 | SMILES: O=C1C(Br)=CN=C2ON=C(C3=CC=CC(Cl)=C3Cl)N12 | Attribution: 0.366 | Prediction: 0.284 | MW: 361.0
