"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
64,56633,C1=CC=C(CN2CCC(COC3=CC=CC=C3)CC2)C=C1,13,0,13,0,0,-0.6716,-0.7417,100.00,13,13,100.0,-0.742,-0.553,LOWEST ATTR (INACTIVE): CHEMBL2046522 | SMILES: CCCCCCC[C@H](OC(N)=O)C1=CC=CC(CN2CCC(COC3=CC=C(C(=O)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.742 | Prediction: 0.032 | MW: 625.6 | LogP: 9.01,HIGHEST ATTR (INACTIVE): CHEMBL2046504 | SMILES: CCCCCCC[C@@H](O)C1=CC=CC(CN2CCC(COC3=CC=CC(C(=O)C4=CC=C(Cl)C=C4)=C3)CC2)=C1 | Attribution: -0.553 | Prediction: 0.030 | MW: 548.2 | LogP: 8.26,,
65,26045,C1=NCNC=C1,13,0,13,0,0,-0.6564,-0.7290,100.00,13,13,100.0,-0.729,-0.557,LOWEST ATTR (INACTIVE): CHEMBL5189886 | SMILES: CN1C2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=NC1C1=CC=C(Br)C=C1 | Attribution: -0.729 | Prediction: 0.021 | MW: 411.7 | LogP: 6.09,HIGHEST ATTR (INACTIVE): CHEMBL5179636 | SMILES: CN1C2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=NC1C1=CC=CO1 | Attribution: -0.557 | Prediction: 0.028 | MW: 322.8 | LogP: 4.92,,
66,26046,C1=CC(C2=CC=CC=C2)=NCN1,13,0,13,0,0,-0.6563,-0.7484,100.00,13,13,100.0,-0.748,-0.542,LOWEST ATTR (INACTIVE): CHEMBL5197459 | SMILES: COC1=CC=C(C2N=C(C3=CC=CC=C3)C3=CC=CC=C3N2)C=C1OC | Attribution: -0.748 | Prediction: 0.003 | MW: 344.4 | LogP: 4.67,HIGHEST ATTR (INACTIVE): CHEMBL5179636 | SMILES: CN1C2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=NC1C1=CC=CO1 | Attribution: -0.542 | Prediction: 0.028 | MW: 322.8 | LogP: 4.92,,
67,26051,C1=CC=C(C2=NCNC3=CC=CC=C23)C=C1,13,0,13,0,0,-0.6312,-0.7616,100.00,13,13,100.0,-0.762,-0.414,LOWEST ATTR (INACTIVE): CHEMBL5197459 | SMILES: COC1=CC=C(C2N=C(C3=CC=CC=C3)C3=CC=CC=C3N2)C=C1OC | Attribution: -0.762 | Prediction: 0.003 | MW: 344.4 | LogP: 4.67,HIGHEST ATTR (INACTIVE): CHEMBL5179636 | SMILES: CN1C2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=NC1C1=CC=CO1 | Attribution: -0.414 | Prediction: 0.028 | MW: 322.8 | LogP: 4.92,,
68,28699,C1=NC=C2N=NN([C@@H]3CCCC3)C2=N1,13,0,13,0,0,-0.6160,-0.7119,100.00,13,13,100.0,-0.712,-0.493,LOWEST ATTR (INACTIVE): CHEMBL4799020 | SMILES: CC(O)CSC1=NC(N)=C2N=NN([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.712 | Prediction: 0.037 | MW: 342.4 | LogP: -1.70,HIGHEST ATTR (INACTIVE): CHEMBL274713 | SMILES: CCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=CC=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.493 | Prediction: 0.033 | MW: 486.6 | LogP: 1.74,,
69,26049,C1=NCNC2=CC=CC=C12,13,0,13,0,0,-0.6094,-0.7381,100.00,13,13,100.0,-0.738,-0.380,LOWEST ATTR (INACTIVE): CHEMBL5197459 | SMILES: COC1=CC=C(C2N=C(C3=CC=CC=C3)C3=CC=CC=C3N2)C=C1OC | Attribution: -0.738 | Prediction: 0.003 | MW: 344.4 | LogP: 4.67,HIGHEST ATTR (INACTIVE): CHEMBL5179636 | SMILES: CN1C2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=NC1C1=CC=CO1 | Attribution: -0.380 | Prediction: 0.028 | MW: 322.8 | LogP: 4.92,,
70,5129,C1C=CO/C1=C\C1=CN=CN1,13,0,13,0,0,-0.6026,-0.7616,100.00,13,13,100.0,-0.762,-0.478,LOWEST ATTR (INACTIVE): CHEMBL250802 | SMILES: CN1C=NC([N+](=O)[O-])=C1/C=C1\OC2=CC=C([N+](=O)[O-])C=C2C1=O | Attribution: -0.762 | Prediction: 0.043 | MW: 316.2 | LogP: 1.85,HIGHEST ATTR (INACTIVE): CHEMBL251391 | SMILES: CC1=CC=CC2=C1O/C(=C\C1=C([N+](=O)[O-])N=CN1C)C2=O | Attribution: -0.478 | Prediction: 0.033 | MW: 285.3 | LogP: 2.25,,
71,27512,C1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=CC=CC3=N2)C=C1,13,0,13,0,0,-0.5226,-0.7616,100.00,12,13,92.3,-0.762,0.141,LOWEST ATTR (INACTIVE): CHEMBL4169390 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=CC=C(OC)C3=N2)C=C1 | Attribution: -0.762 | Prediction: 0.040 | MW: 420.6 | LogP: 5.56,HIGHEST ATTR (INACTIVE): CHEMBL5206908 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(NC4=CC=CC=C4)C=CC3=N2)C=C1 | Attribution: 0.141 | Prediction: 0.105 | MW: 481.6 | LogP: 7.30,,INACTIVE w/ POS ATTR: CHEMBL5206908 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(NC4=CC=CC=C4)C=CC3=N2)C=C1 | Attribution: 0.141 | Prediction: 0.105 | MW: 481.6
72,27511,C1=CC=C(C2=CC(OCCN3CCCCC3)=CC=N2)C=C1,13,0,13,0,0,-0.5187,-0.7616,100.00,12,13,92.3,-0.762,0.576,LOWEST ATTR (INACTIVE): CHEMBL4169284 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(OC)C=C(OC)C3=N2)C=C1 | Attribution: -0.762 | Prediction: 0.044 | MW: 450.6 | LogP: 5.57,HIGHEST ATTR (INACTIVE): CHEMBL5207238 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(SC)C=CC3=N2)C=C1 | Attribution: 0.576 | Prediction: 0.079 | MW: 436.6 | LogP: 6.28,,INACTIVE w/ POS ATTR: CHEMBL5207238 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(SC)C=CC3=N2)C=C1 | Attribution: 0.576 | Prediction: 0.079 | MW: 436.6
73,27513,C1=CC2=NC=CC(OCCN3CCCCC3)=C2C=C1,13,0,13,0,0,-0.1969,-0.4548,100.00,9,13,69.2,-0.455,0.490,LOWEST ATTR (INACTIVE): CHEMBL4167087 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(OCCN(CC)CC)C=CC3=N2)C=C1 | Attribution: -0.455 | Prediction: 0.084 | MW: 505.7 | LogP: 6.28,HIGHEST ATTR (INACTIVE): CHEMBL5206908 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(NC4=CC=CC=C4)C=CC3=N2)C=C1 | Attribution: 0.490 | Prediction: 0.105 | MW: 481.6 | LogP: 7.30,,INACTIVE w/ POS ATTR: CHEMBL5206908 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(NC4=CC=CC=C4)C=CC3=N2)C=C1 | Attribution: 0.490 | Prediction: 0.105 | MW: 481.6
74,27509,C1=CC(OCCN2CCCCC2)=CC=N1,13,0,13,0,0,-0.1161,-0.5631,100.00,7,13,53.8,-0.563,0.718,LOWEST ATTR (INACTIVE): CHEMBL4164426 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(OC)C(OC)=CC3=N2)C=C1 | Attribution: -0.563 | Prediction: 0.039 | MW: 450.6 | LogP: 5.57,HIGHEST ATTR (INACTIVE): CHEMBL5207238 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(SC)C=CC3=N2)C=C1 | Attribution: 0.718 | Prediction: 0.079 | MW: 436.6 | LogP: 6.28,,INACTIVE w/ POS ATTR: CHEMBL5207238 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCC3)=C3C=C(SC)C=CC3=N2)C=C1 | Attribution: 0.718 | Prediction: 0.079 | MW: 436.6
75,25687,C1=CC=C(C2=NOC3=NC=CCN23)C=C1,12,0,12,0,0,-0.6416,-0.7616,100.00,12,12,100.0,-0.762,-0.476,LOWEST ATTR (INACTIVE): CHEMBL5286394 | SMILES: O=C1C(Br)=CN=C2ON=C(C3=CC=CC=C3Cl)N12 | Attribution: -0.762 | Prediction: 0.093 | MW: 326.5 | LogP: 2.77,HIGHEST ATTR (INACTIVE): CHEMBL5277995 | SMILES: O=C1C(F)=CN=C2ON=C(C3=CC=C(Cl)C=C3)N12 | Attribution: -0.476 | Prediction: 0.112 | MW: 265.6 | LogP: 2.14,,
76,10719,C1=NC=NC(N[C@@H]2CC2)=C1,12,0,12,0,0,-0.5722,-0.7616,100.00,12,12,100.0,-0.762,-0.231,LOWEST ATTR (INACTIVE): CHEMBL4796440 | SMILES: CCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN(C)C2=N1 | Attribution: -0.762 | Prediction: 0.054 | MW: 362.4 | LogP: 3.12,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.231 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,
77,19969,C(OCC1=CC=CC=C1)C1CCC2CCC3C(=CC[C@H]4C3CC[C@H]3CCCCC34)[C@@H]2C1,12,0,12,0,0,-0.5472,-0.7220,100.00,12,12,100.0,-0.722,-0.283,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.722 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.283 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
78,19971,C(CC[C@@H]1CCCC2C1=CC[C@H]1C2CC[C@H]2CCCCC21)OCC1=CC=CC=C1,12,0,12,0,0,-0.5356,-0.7022,100.00,12,12,100.0,-0.702,-0.256,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.702 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.256 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
79,10727,C1=CC=C([C@@H]2C[C@H]2NC2=CC=NC=N2)C=C1,12,0,12,0,0,-0.4907,-0.7616,100.00,11,12,91.7,-0.762,-0.045,LOWEST ATTR (INACTIVE): CHEMBL4792304 | SMILES: CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN(C)C2=N1 | Attribution: -0.762 | Prediction: 0.137 | MW: 348.4 | LogP: 2.73,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.045 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,
80,20000,C1C=C2[C@@H]3CCCCC3CCC2C2CCCC[C@@H]12,12,0,12,0,0,-0.4828,-0.7246,100.00,12,12,100.0,-0.725,-0.125,LOWEST ATTR (INACTIVE): CHEMBL4573120 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6[N+](=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.725 | Prediction: 0.024 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4536617 | SMILES: CC1(C)[C@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.125 | Prediction: 0.047 | MW: 502.7 | LogP: 4.35,,
81,20004,C1C=C(CC2CCCC[C@@H]12)[C@@H]1CCCCC1,12,0,12,0,0,-0.4794,-0.6894,100.00,12,12,100.0,-0.689,-0.144,LOWEST ATTR (INACTIVE): CHEMBL4573120 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6[N+](=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.689 | Prediction: 0.024 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4536617 | SMILES: CC1(C)[C@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.144 | Prediction: 0.047 | MW: 502.7 | LogP: 4.35,,
82,25685,C1=CN=C2ON=CN2C1,12,0,12,0,0,-0.2657,-0.7616,100.00,9,12,75.0,-0.762,0.762,LOWEST ATTR (INACTIVE): CHEMBL5277313 | SMILES: O=C1C(Br)=CN=C2ON=C(C3=CC=CC(Cl)=C3Cl)N12 | Attribution: -0.762 | Prediction: 0.284 | MW: 361.0 | LogP: 3.42,HIGHEST ATTR (INACTIVE): CHEMBL5278125 | SMILES: O=C1C(Br)=CN=C2ON=C(C3=CC=C(Br)C=C3)N12 | Attribution: 0.762 | Prediction: 0.198 | MW: 371.0 | LogP: 2.87,,INACTIVE w/ POS ATTR: CHEMBL5278125 | SMILES: O=C1C(Br)=CN=C2ON=C(C3=CC=C(Br)C=C3)N12 | Attribution: 0.762 | Prediction: 0.198 | MW: 371.0
83,17817,C(C1=NC(CC2=CC=CC=C2)=CC=C1)C1=CC=CC=C1,11,0,11,0,0,-0.7062,-0.7616,100.00,11,11,100.0,-0.762,-0.489,LOWEST ATTR (INACTIVE): CHEMBL4066842 | SMILES: COC1=CC(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)=CC(OC)=C1OC | Attribution: -0.762 | Prediction: 0.027 | MW: 475.5 | LogP: 7.07,HIGHEST ATTR (INACTIVE): CHEMBL4098699 | SMILES: CN(C)C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.489 | Prediction: 0.082 | MW: 428.5 | LogP: 7.11,,
84,26054,C1=CC=C(C2=NC(C3=CC=CC=C3)NC3=CC=CC=C23)C=C1,11,0,11,0,0,-0.6735,-0.7616,100.00,11,11,100.0,-0.762,-0.533,LOWEST ATTR (INACTIVE): CHEMBL5196899 | SMILES: BrC1=CC=C(C2N=C(C3=CC=CC=C3)C3=CC=CC=C3N2)C=C1 | Attribution: -0.762 | Prediction: 0.004 | MW: 363.3 | LogP: 5.41,HIGHEST ATTR (INACTIVE): CHEMBL5197459 | SMILES: COC1=CC=C(C2N=C(C3=CC=CC=C3)C3=CC=CC=C3N2)C=C1OC | Attribution: -0.533 | Prediction: 0.003 | MW: 344.4 | LogP: 4.67,,
85,23256,C1/C(=C/C2=CN=CN2)OC2=CC=CC=C12,11,0,11,0,0,-0.6730,-0.7437,100.00,11,11,100.0,-0.744,-0.613,LOWEST ATTR (INACTIVE): CHEMBL251192 | SMILES: CN1C=NC([N+](=O)[O-])=C1/C=C1\OC2=CC(Cl)=CC=C2C1=O | Attribution: -0.744 | Prediction: 0.019 | MW: 305.7 | LogP: 2.60,HIGHEST ATTR (INACTIVE): CHEMBL401354 | SMILES: CN1C=NC([N+](=O)[O-])=C1/C=C1\OC2=CC=C(I)C=C2C1=O | Attribution: -0.613 | Prediction: 0.032 | MW: 397.1 | LogP: 2.55,,
86,26050,C1=CC(C2=CC=CC=C2)=NC(C2=CC=CC=C2)N1,11,0,11,0,0,-0.6440,-0.7616,100.00,11,11,100.0,-0.762,-0.461,LOWEST ATTR (INACTIVE): CHEMBL5192759 | SMILES: O=[N+]([O-])C1=CC=C2NC(C3=CC=CC=C3)N=C(C3=CC=CC=C3)C2=C1 | Attribution: -0.762 | Prediction: 0.006 | MW: 329.4 | LogP: 4.56,HIGHEST ATTR (INACTIVE): CHEMBL5197459 | SMILES: COC1=CC=C(C2N=C(C3=CC=CC=C3)C3=CC=CC=C3N2)C=C1OC | Attribution: -0.461 | Prediction: 0.003 | MW: 344.4 | LogP: 4.67,,
87,17806,C(C1=NC(CC2=CC=CC=C2)=CC(C2=CC=CC=C2)=C1)C1=CC=CC=C1,11,0,11,0,0,-0.6353,-0.7616,100.00,11,11,100.0,-0.762,-0.482,LOWEST ATTR (INACTIVE): CHEMBL4102370 | SMILES: ClC1=CC=CC=C1C1=CC(C2=CNC3=CC=CC=C23)=NC(C2=CNC3=CC=CC=C23)=C1 | Attribution: -0.762 | Prediction: 0.095 | MW: 419.9 | LogP: 7.70,HIGHEST ATTR (INACTIVE): CHEMBL4077827 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1OC | Attribution: -0.482 | Prediction: 0.042 | MW: 445.5 | LogP: 7.06,,
88,26053,C1=NC(C2=CC=CC=C2)NC2=CC=CC=C12,11,0,11,0,0,-0.6223,-0.7204,100.00,11,11,100.0,-0.720,-0.474,LOWEST ATTR (INACTIVE): CHEMBL5196899 | SMILES: BrC1=CC=C(C2N=C(C3=CC=CC=C3)C3=CC=CC=C3N2)C=C1 | Attribution: -0.720 | Prediction: 0.004 | MW: 363.3 | LogP: 5.41,HIGHEST ATTR (INACTIVE): CHEMBL5197459 | SMILES: COC1=CC=C(C2N=C(C3=CC=CC=C3)C3=CC=CC=C3N2)C=C1OC | Attribution: -0.474 | Prediction: 0.003 | MW: 344.4 | LogP: 4.67,,
89,26048,C1=NC(C2=CC=CC=C2)NC=C1,11,0,11,0,0,-0.6163,-0.7390,100.00,11,11,100.0,-0.739,-0.405,LOWEST ATTR (INACTIVE): CHEMBL5192759 | SMILES: O=[N+]([O-])C1=CC=C2NC(C3=CC=CC=C3)N=C(C3=CC=CC=C3)C2=C1 | Attribution: -0.739 | Prediction: 0.006 | MW: 329.4 | LogP: 4.56,HIGHEST ATTR (INACTIVE): CHEMBL5197459 | SMILES: COC1=CC=C(C2N=C(C3=CC=CC=C3)C3=CC=CC=C3N2)C=C1OC | Attribution: -0.405 | Prediction: 0.003 | MW: 344.4 | LogP: 4.67,,
90,17821,C(C1=CC(C2=CC=CC=C2)=CC=N1)C1=CC=CC=C1,11,0,11,0,0,-0.5301,-0.6857,100.00,11,11,100.0,-0.686,-0.435,LOWEST ATTR (INACTIVE): CHEMBL4085681 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.686 | Prediction: 0.073 | MW: 415.5 | LogP: 7.05,HIGHEST ATTR (INACTIVE): CHEMBL4077827 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1OC | Attribution: -0.435 | Prediction: 0.042 | MW: 445.5 | LogP: 7.06,,
91,17820,C(C1=NC=CC(C2=CC=CC=C2)=C1)C1=CC=CC=C1,11,0,11,0,0,-0.5301,-0.6857,100.00,11,11,100.0,-0.686,-0.435,LOWEST ATTR (INACTIVE): CHEMBL4085681 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.686 | Prediction: 0.073 | MW: 415.5 | LogP: 7.05,HIGHEST ATTR (INACTIVE): CHEMBL4077827 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1OC | Attribution: -0.435 | Prediction: 0.042 | MW: 445.5 | LogP: 7.06,,
92,17814,C(C1=NC(C2=CNC3=CC=CC=C23)=CC=C1)C1=CC=CC=C1,11,0,11,0,0,-0.5194,-0.7616,100.00,10,11,90.9,-0.762,0.113,LOWEST ATTR (INACTIVE): CHEMBL4077827 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1OC | Attribution: -0.762 | Prediction: 0.042 | MW: 445.5 | LogP: 7.06,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.113 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,INACTIVE w/ POS ATTR: CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.113 | Prediction: 0.134 | MW: 385.5
93,17813,C(C1=CC=CC(C2=CNC3=CC=CC=C23)=N1)C1=CC=CC=C1,11,0,11,0,0,-0.5194,-0.7616,100.00,10,11,90.9,-0.762,0.113,LOWEST ATTR (INACTIVE): CHEMBL4077827 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1OC | Attribution: -0.762 | Prediction: 0.042 | MW: 445.5 | LogP: 7.06,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.113 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,INACTIVE w/ POS ATTR: CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.113 | Prediction: 0.134 | MW: 385.5
94,28694,C1=CC(=NC=N1)N[C@@H]1CCCC1,13,2,11,0,0,-0.4897,-0.7616,84.62,11,13,84.6,-0.762,0.510,LOWEST ATTR (INACTIVE): CHEMBL4795104 | SMILES: CCCSC1=NC(N)=C2N=NN([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.762 | Prediction: 0.069 | MW: 326.4 | LogP: -0.67,HIGHEST ATTR (ACTIVE): CHEMBL2030103 | SMILES: C[C@H]1CC[C@H](OC2=NC(N)=C3C(=O)C=CN([C@@H]4CCC[C@H]4O)C3=N2)CC1 | Attribution: 0.510 | Prediction: 0.756 | MW: 358.4 | LogP: 2.42,,
95,17822,C(C1=CC=CC(C2=CNC=C2)=N1)C1=CC=CC=C1,11,0,11,0,0,-0.4698,-0.7145,100.00,10,11,90.9,-0.714,0.269,LOWEST ATTR (INACTIVE): CHEMBL4066842 | SMILES: COC1=CC(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)=CC(OC)=C1OC | Attribution: -0.714 | Prediction: 0.027 | MW: 475.5 | LogP: 7.07,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.269 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,INACTIVE w/ POS ATTR: CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.269 | Prediction: 0.134 | MW: 385.5
96,17823,C(C1=NC(C2=CNC=C2)=CC=C1)C1=CC=CC=C1,11,0,11,0,0,-0.4698,-0.7145,100.00,10,11,90.9,-0.714,0.269,LOWEST ATTR (INACTIVE): CHEMBL4066842 | SMILES: COC1=CC(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)=CC(OC)=C1OC | Attribution: -0.714 | Prediction: 0.027 | MW: 475.5 | LogP: 7.07,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.269 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,INACTIVE w/ POS ATTR: CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.269 | Prediction: 0.134 | MW: 385.5
97,17824,C1=CC=C(C2=CC(C3=CNC=C3)=NC=C2)C=C1,11,0,11,0,0,-0.4679,-0.6110,100.00,11,11,100.0,-0.611,-0.367,LOWEST ATTR (INACTIVE): CHEMBL4085681 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.611 | Prediction: 0.073 | MW: 415.5 | LogP: 7.05,HIGHEST ATTR (INACTIVE): CHEMBL4104488 | SMILES: COC1=CC(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)=CC=C1O | Attribution: -0.367 | Prediction: 0.123 | MW: 431.5 | LogP: 6.76,,
