"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
73,231739,C1=CC=C(C2COSO2)C=C1,9,0,9,0,0,-0.5872,-0.6276,100.00,9,9,100.0,-0.628,-0.545,LOWEST ATTR (INACTIVE): CHEMBL275221 | SMILES: O=S1O[C@H](C2=CC=C(Cl)C=C2Cl)[C@@](CN2C=NC=N2)(C2=CC=C(Cl)C=C2)O1 | Attribution: -0.628 | Prediction: 0.006 | MW: 444.7 | LogP: 4.50,HIGHEST ATTR (INACTIVE): CHEMBL2051995 | SMILES: O=S1O[C@H](C2=CC=CC=C2)[C@](CN2C=NC=N2)(C2=CC=C(Cl)C=C2Cl)O1 | Attribution: -0.545 | Prediction: 0.008 | MW: 410.3 | LogP: 3.85,,
74,227736,C1=CC=C(C2COCO2)C=C1,9,0,9,0,0,-0.5266,-0.5969,100.00,9,9,100.0,-0.597,-0.384,LOWEST ATTR (INACTIVE): CHEMBL443230 | SMILES: ClC1=CC=C([C@@]2(CN3C=NC=N3)OCO[C@@H]2C2=CC=C(Cl)C=C2Cl)C=C1 | Attribution: -0.597 | Prediction: 0.026 | MW: 410.7 | LogP: 4.88,HIGHEST ATTR (INACTIVE): CHEMBL2051992 | SMILES: CC(C)[C@H]1OCO[C@@]1(CN1C=NC=N1)C1=CC=C(Cl)C=C1 | Attribution: -0.384 | Prediction: 0.040 | MW: 307.8 | LogP: 2.86,,
75,229583,C(N/N=C/C1=CC=CN2N=NN=C12)NC1=CC=CC=C1,9,0,9,0,0,-0.5153,-0.6700,100.00,9,9,100.0,-0.670,-0.279,LOWEST ATTR (INACTIVE): CHEMBL4452947 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.670 | Prediction: 0.014 | MW: 503.5 | LogP: 3.86,HIGHEST ATTR (INACTIVE): CHEMBL4526915 | SMILES: CC1=CC=C(N2C(=O)CC(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.279 | Prediction: 0.091 | MW: 429.5 | LogP: 2.47,,
76,229579,C(N/N=C/CC1=NN=NN1)NC1=CC=CC=C1,9,0,9,0,0,-0.4855,-0.6478,100.00,9,9,100.0,-0.648,-0.239,LOWEST ATTR (INACTIVE): CHEMBL4520047 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=C(Cl)C=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.648 | Prediction: 0.015 | MW: 538.0 | LogP: 4.51,HIGHEST ATTR (INACTIVE): CHEMBL4526915 | SMILES: CC1=CC=C(N2C(=O)CC(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.239 | Prediction: 0.091 | MW: 429.5 | LogP: 2.47,,
77,230728,C(CCN1C=CN=C1)NC1=CC=CC=C1,12,3,9,0,0,-0.4293,-0.7616,75.00,9,12,75.0,-0.762,0.638,LOWEST ATTR (INACTIVE): CHEMBL2298662 | SMILES: CC1=NC([N+](=O)[O-])=CN1CCC(=O)NC1=C(Br)C=C(Br)C=C1Br | Attribution: -0.762 | Prediction: 0.021 | MW: 511.0 | LogP: 4.42,HIGHEST ATTR (ACTIVE): CHEMBL4799681 | SMILES: O=C(/C=C/C1=CC=C2C=CC=CC2=C1)NC(CN1C=CN=C1)C(=O)NC1=CC=CC=C1 | Attribution: 0.638 | Prediction: 0.961 | MW: 410.5 | LogP: 3.87,,
78,229913,C(CCCN1CCC2(CC1)OCNC1=CC=CC=C12)NC1=CC=CC=C1,8,0,8,0,0,-0.7616,-0.7616,100.00,8,8,100.0,-0.762,-0.762,LOWEST ATTR (INACTIVE): CHEMBL5429811 | SMILES: COC1=CC=C2NC(=O)OC3(CCN(C(=O)CCC(=O)NC4=CC=CC=C4)CC3)C2=C1 | Attribution: -0.762 | Prediction: 0.015 | MW: 423.5 | LogP: 3.49,HIGHEST ATTR (INACTIVE): CHEMBL5427347 | SMILES: COC1=CC=C2NC(=O)OC3(CCN(C(=O)C(O)C(O)C(=O)NC4=CC=CC=C4)CC3)C2=C1 | Attribution: -0.762 | Prediction: 0.031 | MW: 455.5 | LogP: 1.44,,
79,12656,C1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3)OCO4)=N2)C=C1,8,0,8,0,0,-0.7511,-0.7616,100.00,8,8,100.0,-0.762,-0.729,LOWEST ATTR (INACTIVE): CHEMBL3589317 | SMILES: ClC1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.762 | Prediction: 0.057 | MW: 544.9 | LogP: 7.37,HIGHEST ATTR (INACTIVE): CHEMBL3589313 | SMILES: N#CC1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.729 | Prediction: 0.081 | MW: 535.4 | LogP: 6.59,,
80,228381,C1=CC=C(CN2N=NN=C2NC2=CC=CC=C2)C=C1,8,0,8,0,0,-0.7465,-0.7616,100.00,8,8,100.0,-0.762,-0.653,LOWEST ATTR (INACTIVE): CHEMBL5177077 | SMILES: ClC1=CC=C(NC2=NN=NN2CC2=CC=CC=C2)C=C1 | Attribution: -0.762 | Prediction: 0.130 | MW: 285.7 | LogP: 3.12,HIGHEST ATTR (INACTIVE): CHEMBL5192357 | SMILES: CC(=O)C1=CC=C(NC2=NN=NN2CC2=CC=CC=C2)C=C1 | Attribution: -0.653 | Prediction: 0.123 | MW: 293.3 | LogP: 2.67,,
81,12661,C1=CSC(C2=NN(C3=NC=CS3)C(C3=CC4=C(C=C3)OCO4)C2)=C1,8,0,8,0,0,-0.7453,-0.7616,100.00,8,8,100.0,-0.762,-0.710,LOWEST ATTR (INACTIVE): CHEMBL3589313 | SMILES: N#CC1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.762 | Prediction: 0.081 | MW: 535.4 | LogP: 6.59,HIGHEST ATTR (INACTIVE): CHEMBL3589318 | SMILES: FC1=CC(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)=CC=C1Cl | Attribution: -0.710 | Prediction: 0.044 | MW: 562.9 | LogP: 7.51,,
82,227740,C1=CC=C([C@]2(CN3C=NC=N3)COCO2)C=C1,8,0,8,0,0,-0.7430,-0.7616,100.00,8,8,100.0,-0.762,-0.648,LOWEST ATTR (INACTIVE): CHEMBL443230 | SMILES: ClC1=CC=C([C@@]2(CN3C=NC=N3)OCO[C@@H]2C2=CC=C(Cl)C=C2Cl)C=C1 | Attribution: -0.762 | Prediction: 0.026 | MW: 410.7 | LogP: 4.88,HIGHEST ATTR (INACTIVE): CHEMBL275518 | SMILES: ClC1=CC=C([C@@]2(CN3C=NC=N3)OC3(CCCCC3)O[C@@H]2C2=CC=C(Cl)C=C2Cl)C=C1 | Attribution: -0.648 | Prediction: 0.100 | MW: 478.8 | LogP: 6.58,,
83,229911,C(CCCNC1=CC=CC=C1)NCCC1OCNC2=CC=CC=C21,8,0,8,0,0,-0.7176,-0.7393,100.00,8,8,100.0,-0.739,-0.704,LOWEST ATTR (INACTIVE): CHEMBL5432731 | SMILES: COC1=CC=C2NC(=O)OC3(CCN(C(=O)CCC(=O)NC4=CC=C(Br)C=C4)CC3)C2=C1 | Attribution: -0.739 | Prediction: 0.014 | MW: 502.4 | LogP: 4.26,HIGHEST ATTR (INACTIVE): CHEMBL5427347 | SMILES: COC1=CC=C2NC(=O)OC3(CCN(C(=O)C(O)C(O)C(=O)NC4=CC=CC=C4)CC3)C2=C1 | Attribution: -0.704 | Prediction: 0.031 | MW: 455.5 | LogP: 1.44,,
84,12669,C1=CSC(C2=NNC(C3=CC4=C(C=C3)OCO4)C2)=C1,8,0,8,0,0,-0.7089,-0.7616,100.00,8,8,100.0,-0.762,-0.519,LOWEST ATTR (INACTIVE): CHEMBL3589311 | SMILES: CC1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.762 | Prediction: 0.059 | MW: 524.5 | LogP: 7.03,HIGHEST ATTR (INACTIVE): CHEMBL3589318 | SMILES: FC1=CC(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)=CC=C1Cl | Attribution: -0.519 | Prediction: 0.044 | MW: 562.9 | LogP: 7.51,,
85,12660,C1=NN(C2=NC(C3=CC=CC=C3)=CS2)C(C2=CC3=C(C=C2)OCO3)C1,8,0,8,0,0,-0.7023,-0.7233,100.00,8,8,100.0,-0.723,-0.677,LOWEST ATTR (INACTIVE): CHEMBL3589318 | SMILES: FC1=CC(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)=CC=C1Cl | Attribution: -0.723 | Prediction: 0.044 | MW: 562.9 | LogP: 7.51,HIGHEST ATTR (INACTIVE): CHEMBL3589316 | SMILES: FC1=CC=CC=C1C1=CSC(N2N=C(C3=CC=CS3)CC2C2=CC3=C(C=C2Br)OCO3)=N1 | Attribution: -0.677 | Prediction: 0.066 | MW: 528.4 | LogP: 6.86,,
86,12668,C1=NN(C2=NC=CS2)C(C2=CC3=C(C=C2)OCO3)C1,8,0,8,0,0,-0.6748,-0.7163,100.00,8,8,100.0,-0.716,-0.624,LOWEST ATTR (INACTIVE): CHEMBL3589313 | SMILES: N#CC1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.716 | Prediction: 0.081 | MW: 535.4 | LogP: 6.59,HIGHEST ATTR (INACTIVE): CHEMBL3589312 | SMILES: O=[N+]([O-])C1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.624 | Prediction: 0.054 | MW: 555.4 | LogP: 6.63,,
87,237763,C1=CC=C(CC(CN2C=CN=C2)C2=CC=CC=C2)C=C1,8,0,8,0,0,-0.6668,-0.6994,100.00,8,8,100.0,-0.699,-0.634,LOWEST ATTR (INACTIVE): CHEMBL276213 | SMILES: CC(O)(C1=CC=C(Cl)C=C1)C(O)(CN1C=CN=C1)C1=CC=C(Cl)C=C1 | Attribution: -0.699 | Prediction: 0.016 | MW: 377.3 | LogP: 3.99,HIGHEST ATTR (INACTIVE): CHEMBL10616 | SMILES: O=C1O[C@H](C2=CC=CC=C2)[C@@](CN2C=CN=C2)(C2=CC=C(Cl)C=C2Cl)O1 | Attribution: -0.634 | Prediction: 0.054 | MW: 389.2 | LogP: 4.99,,
88,12670,C(C1=CC=CS1)CCC1=CC2=C(C=C1)OCO2,8,0,8,0,0,-0.6390,-0.7162,100.00,8,8,100.0,-0.716,-0.437,LOWEST ATTR (INACTIVE): CHEMBL3589315 | SMILES: FC1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.716 | Prediction: 0.056 | MW: 528.4 | LogP: 6.86,HIGHEST ATTR (INACTIVE): CHEMBL3589318 | SMILES: FC1=CC(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)=CC=C1Cl | Attribution: -0.437 | Prediction: 0.044 | MW: 562.9 | LogP: 7.51,,
89,229910,C(CCCN1CCC(CC1)C1=CC=CC=C1)NC1=CC=CC=C1,8,0,8,0,0,-0.6317,-0.7033,100.00,8,8,100.0,-0.703,-0.572,LOWEST ATTR (INACTIVE): CHEMBL5400955 | SMILES: COC1=CC=C2NC(=O)OC3(CCN(C(=O)C(O)C(O)C(=O)NC4=CC=C(C)C=C4)CC3)C2=C1 | Attribution: -0.703 | Prediction: 0.028 | MW: 469.5 | LogP: 1.74,HIGHEST ATTR (INACTIVE): CHEMBL5440271 | SMILES: COC1=CC=C(NC(=O)CCC(=O)N2CCC3(CC2)OC(=O)NC2=CC=C(OC)C=C23)C=C1 | Attribution: -0.572 | Prediction: 0.016 | MW: 453.5 | LogP: 3.50,,
90,12663,C1=CC=C(C2=CSC(NCC3=CC4=C(C=C3)OCO4)=N2)C=C1,8,0,8,0,0,-0.6315,-0.6596,100.00,8,8,100.0,-0.660,-0.603,LOWEST ATTR (INACTIVE): CHEMBL3589313 | SMILES: N#CC1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.660 | Prediction: 0.081 | MW: 535.4 | LogP: 6.59,HIGHEST ATTR (INACTIVE): CHEMBL3589311 | SMILES: CC1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.603 | Prediction: 0.059 | MW: 524.5 | LogP: 7.03,,
91,228044,C(C1=CC=CC=C1)C(CN1C=NN=C1)C1=CC=CC=C1,8,0,8,0,0,-0.6223,-0.7616,100.00,8,8,100.0,-0.762,-0.487,LOWEST ATTR (INACTIVE): CHEMBL10547 | SMILES: O=C(C1=CC=C(Cl)C=C1Cl)C(O)(CN1C=NN=C1)C1=CC=C(Cl)C=C1Cl | Attribution: -0.762 | Prediction: 0.191 | MW: 431.1 | LogP: 4.66,HIGHEST ATTR (INACTIVE): CHEMBL10471 | SMILES: COC1=CC=C(C(=O)C(O)(CN2C=NN=C2)C2=CC=C(OC)C=C2)C=C1 | Attribution: -0.487 | Prediction: 0.040 | MW: 353.4 | LogP: 2.07,,
92,229909,C(CCCN1CCC2(C=CNCO2)CC1)NC1=CC=CC=C1,8,0,8,0,0,-0.6120,-0.6575,100.00,8,8,100.0,-0.658,-0.579,LOWEST ATTR (INACTIVE): CHEMBL5432731 | SMILES: COC1=CC=C2NC(=O)OC3(CCN(C(=O)CCC(=O)NC4=CC=C(Br)C=C4)CC3)C2=C1 | Attribution: -0.658 | Prediction: 0.014 | MW: 502.4 | LogP: 4.26,HIGHEST ATTR (INACTIVE): CHEMBL5427347 | SMILES: COC1=CC=C2NC(=O)OC3(CCN(C(=O)C(O)C(O)C(=O)NC4=CC=CC=C4)CC3)C2=C1 | Attribution: -0.579 | Prediction: 0.031 | MW: 455.5 | LogP: 1.44,,
93,229906,C(CCCNC1=CC=CC=C1)NCCCC1=CC=CC=C1,8,0,8,0,0,-0.5993,-0.6829,100.00,8,8,100.0,-0.683,-0.532,LOWEST ATTR (INACTIVE): CHEMBL5400955 | SMILES: COC1=CC=C2NC(=O)OC3(CCN(C(=O)C(O)C(O)C(=O)NC4=CC=C(C)C=C4)CC3)C2=C1 | Attribution: -0.683 | Prediction: 0.028 | MW: 469.5 | LogP: 1.74,HIGHEST ATTR (INACTIVE): CHEMBL5440271 | SMILES: COC1=CC=C(NC(=O)CCC(=O)N2CCC3(CC2)OC(=O)NC2=CC=C(OC)C=C23)C=C1 | Attribution: -0.532 | Prediction: 0.016 | MW: 453.5 | LogP: 3.50,,
94,232383,C1=CC2=NC=NN2C(N2CCCC2)=C1,8,0,8,0,0,-0.5866,-0.6945,100.00,8,8,100.0,-0.695,-0.235,LOWEST ATTR (INACTIVE): CHEMBL1215323 | SMILES: CCC1=NN2C(N3CC[C@H](N(C)C)C3)=C(C3=CC=CC=C3)C(C)=C(C#N)C2=N1 | Attribution: -0.695 | Prediction: 0.052 | MW: 374.5 | LogP: 3.28,HIGHEST ATTR (INACTIVE): CHEMBL1215324 | SMILES: CC1=C(C#N)C2=NC(C(C)(C)COCC3=CC=CC=C3)=NN2C(N2CC[C@H](N(C)C)C2)=C1C1=CC=CC=C1 | Attribution: -0.235 | Prediction: 0.041 | MW: 508.7 | LogP: 5.21,,
95,229905,C(CCCNC1=CC=CC=C1)NCCC1C=CNCO1,8,0,8,0,0,-0.5504,-0.6077,100.00,8,8,100.0,-0.608,-0.513,LOWEST ATTR (INACTIVE): CHEMBL5432731 | SMILES: COC1=CC=C2NC(=O)OC3(CCN(C(=O)CCC(=O)NC4=CC=C(Br)C=C4)CC3)C2=C1 | Attribution: -0.608 | Prediction: 0.014 | MW: 502.4 | LogP: 4.26,HIGHEST ATTR (INACTIVE): CHEMBL5427347 | SMILES: COC1=CC=C2NC(=O)OC3(CCN(C(=O)C(O)C(O)C(=O)NC4=CC=CC=C4)CC3)C2=C1 | Attribution: -0.513 | Prediction: 0.031 | MW: 455.5 | LogP: 1.44,,
96,4424,C1=CC=C(C2=CC=COC2)N=C1,8,0,8,0,0,-0.5357,-0.5794,100.00,8,8,100.0,-0.579,-0.451,LOWEST ATTR (INACTIVE): CHEMBL2296097 | SMILES: COC1=CC=CC2=C1OC(=O)C(C1=CC=C3C(=O)OC4=CC=C(Cl)C=C4C3=N1)=C2 | Attribution: -0.579 | Prediction: 0.015 | MW: 405.8 | LogP: 4.78,HIGHEST ATTR (INACTIVE): CHEMBL2296093 | SMILES: CC1=CC=CC2=C1OC(=O)C1=CC=C(C3=CC4=CC=CC=C4OC3=O)N=C12 | Attribution: -0.451 | Prediction: 0.014 | MW: 355.3 | LogP: 4.42,,
97,228042,C(CCN1C=NN=C1)C1=CC=CC=C1,8,0,8,0,0,-0.5157,-0.7194,100.00,8,8,100.0,-0.719,-0.424,LOWEST ATTR (INACTIVE): CHEMBL10547 | SMILES: O=C(C1=CC=C(Cl)C=C1Cl)C(O)(CN1C=NN=C1)C1=CC=C(Cl)C=C1Cl | Attribution: -0.719 | Prediction: 0.191 | MW: 431.1 | LogP: 4.66,HIGHEST ATTR (INACTIVE): CHEMBL275753 | SMILES: O=C(C1=CC=C(F)C=C1)C(O)(CN1C=NN=C1)C1=CC=C(F)C=C1 | Attribution: -0.424 | Prediction: 0.049 | MW: 329.3 | LogP: 2.33,,
98,4428,C1=COCC(C2=CC=C3COC=CC3=N2)=C1,8,0,8,0,0,-0.4912,-0.5598,100.00,8,8,100.0,-0.560,-0.399,LOWEST ATTR (INACTIVE): CHEMBL2296088 | SMILES: COC1=CC=CC2=C1OC(=O)C(C1=CC=C3C(=O)OC4=CC=CC=C4C3=N1)=C2 | Attribution: -0.560 | Prediction: 0.015 | MW: 371.3 | LogP: 4.12,HIGHEST ATTR (INACTIVE): CHEMBL2296093 | SMILES: CC1=CC=CC2=C1OC(=O)C1=CC=C(C3=CC4=CC=CC=C4OC3=O)N=C12 | Attribution: -0.399 | Prediction: 0.014 | MW: 355.3 | LogP: 4.42,,
99,232381,C(N1CCCC1)N1C=NC=N1,8,0,8,0,0,-0.3998,-0.5577,100.00,8,8,100.0,-0.558,-0.119,LOWEST ATTR (INACTIVE): CHEMBL1215397 | SMILES: CC1=C(C#N)C2=NC(C(C)(C)CO)=NN2C(N2CC[C@H](N(C)C)C2)=C1C1=CC=CC=C1 | Attribution: -0.558 | Prediction: 0.034 | MW: 418.5 | LogP: 2.99,HIGHEST ATTR (INACTIVE): CHEMBL1215188 | SMILES: CC1=C(C#N)C2=NC(C(C)(C)C)=NN2C(N2CC[C@H](N(C)C)C2)=C1C(C)(C)C | Attribution: -0.119 | Prediction: 0.042 | MW: 382.6 | LogP: 3.64,,
100,228915,C1=CC2=C(C=CS2)CO1,8,0,8,0,0,-0.3357,-0.7208,100.00,8,8,100.0,-0.721,-0.163,LOWEST ATTR (INACTIVE): CHEMBL106668 | SMILES: CCOC(=O)C1=C(N)C2=C(C=C(C3=CC(F)=C(Cl)C=C3Cl)OC2=O)S1 | Attribution: -0.721 | Prediction: 0.029 | MW: 402.2 | LogP: 4.73,HIGHEST ATTR (INACTIVE): CHEMBL106010 | SMILES: CCOC(=O)C1=C(N)C2=C(C=C(C3=CC=CN=C3)OC2=O)S1 | Attribution: -0.163 | Prediction: 0.051 | MW: 316.3 | LogP: 2.68,,
101,229372,C(NC1=CC=CC=C1)CC1=CN=CN1,18,10,8,0,0,-0.1679,-0.7616,44.44,9,18,50.0,-0.762,0.373,LOWEST ATTR (INACTIVE): CHEMBL59906 | SMILES: O=C1C(Cl)=C(NC2=CC=C(Br)C=C2)C(=O)C2=C1N=C(C1=CC=NC=C1)N2 | Attribution: -0.762 | Prediction: 0.328 | MW: 429.7 | LogP: 4.18,HIGHEST ATTR (ACTIVE): CHEMBL261074 | SMILES: O=C1C(Cl)=C(NC2=CC=C(F)C=C2)C(=O)C2=C1N=C(C1=CC=CC=N1)N2 | Attribution: 0.373 | Prediction: 0.784 | MW: 368.8 | LogP: 3.55,ACTIVE w/ NEG ATTR: CHEMBL61215 | SMILES: O=C1C(Cl)=C(NC2=CC=C(Br)C=C2)C(=O)C2=C1N=C(C1=CC=CC=N1)N2 | Attribution: -0.266 | Prediction: 0.796 | MW: 429.7,
102,230918,C(SC1=CC=CC=C1)CC1=CNC=C1,7,0,7,0,0,-0.7613,-0.7616,100.00,7,7,100.0,-0.762,-0.759,LOWEST ATTR (INACTIVE): CHEMBL232222 | SMILES: O=C1C(SC2=CC=C(Cl)C=C2)=C(SC2=CC=C(Cl)C=C2)C(=O)C2=C1C=CN2 | Attribution: -0.762 | Prediction: 0.473 | MW: 432.4 | LogP: 6.50,HIGHEST ATTR (INACTIVE): CHEMBL234503 | SMILES: CC1=CC=CC(SC2=C(SC3=CC=CC(C)=C3)C(=O)C3=C(C=CN3)C2=O)=C1 | Attribution: -0.759 | Prediction: 0.443 | MW: 391.5 | LogP: 5.81,,
103,230919,C(SC1=CC=CC=C1)CC1=CC=CN1,7,0,7,0,0,-0.7613,-0.7616,100.00,7,7,100.0,-0.762,-0.759,LOWEST ATTR (INACTIVE): CHEMBL234287 | SMILES: O=C1C(SC2=CC=C(Br)C=C2)=C(SC2=CC=C(Br)C=C2)C(=O)C2=C1C=CN2 | Attribution: -0.762 | Prediction: 0.470 | MW: 521.3 | LogP: 6.71,HIGHEST ATTR (INACTIVE): CHEMBL234503 | SMILES: CC1=CC=CC(SC2=C(SC3=CC=CC(C)=C3)C(=O)C3=C(C=CN3)C2=O)=C1 | Attribution: -0.759 | Prediction: 0.443 | MW: 391.5 | LogP: 5.81,,
104,231740,C1=CC=C([C@H]2OSOC2CN2C=NC=N2)C=C1,7,0,7,0,0,-0.7506,-0.7616,100.00,7,7,100.0,-0.762,-0.740,LOWEST ATTR (INACTIVE): CHEMBL2051994 | SMILES: O=S1O[C@H](C2=CC=C(Cl)C=C2)[C@](CN2C=NC=N2)(C2=CC=C(Cl)C=C2Cl)O1 | Attribution: -0.762 | Prediction: 0.010 | MW: 444.7 | LogP: 4.50,HIGHEST ATTR (INACTIVE): CHEMBL2051995 | SMILES: O=S1O[C@H](C2=CC=CC=C2)[C@](CN2C=NC=N2)(C2=CC=C(Cl)C=C2Cl)O1 | Attribution: -0.740 | Prediction: 0.008 | MW: 410.3 | LogP: 3.85,,
105,227741,C1=CC=C([C@H]2OCO[C@]2(CN2C=NC=N2)C2=CC=CC=C2)C=C1,7,0,7,0,0,-0.7504,-0.7616,100.00,7,7,100.0,-0.762,-0.693,LOWEST ATTR (INACTIVE): CHEMBL273435 | SMILES: FC1=CC=C([C@H]2OCO[C@]2(CN2C=NC=N2)C2=CC=C(Cl)C=C2)C=C1 | Attribution: -0.762 | Prediction: 0.015 | MW: 359.8 | LogP: 3.71,HIGHEST ATTR (INACTIVE): CHEMBL275518 | SMILES: ClC1=CC=C([C@@]2(CN3C=NC=N3)OC3(CCCCC3)O[C@@H]2C2=CC=C(Cl)C=C2Cl)C=C1 | Attribution: -0.693 | Prediction: 0.100 | MW: 478.8 | LogP: 6.58,,
106,227737,C1=CC=C([C@H]2OCOC2CN2C=NC=N2)C=C1,7,0,7,0,0,-0.7302,-0.7563,100.00,7,7,100.0,-0.756,-0.656,LOWEST ATTR (INACTIVE): CHEMBL266615 | SMILES: FC1=CC=C([C@H]2OCO[C@]2(CN2C=NC=N2)C2=CC=C(Cl)C=C2Cl)C=C1 | Attribution: -0.756 | Prediction: 0.024 | MW: 394.2 | LogP: 4.37,HIGHEST ATTR (INACTIVE): CHEMBL275518 | SMILES: ClC1=CC=C([C@@]2(CN3C=NC=N3)OC3(CCCCC3)O[C@@H]2C2=CC=C(Cl)C=C2Cl)C=C1 | Attribution: -0.656 | Prediction: 0.100 | MW: 478.8 | LogP: 6.58,,
107,228931,C1CCOC2=NC=C(C3=CC=CC=C3)C=C12,7,0,7,0,0,-0.6927,-0.7616,100.00,7,7,100.0,-0.762,-0.424,LOWEST ATTR (INACTIVE): CHEMBL2382274 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(Br)[C@H]2OC3=NC=C(C4=CC=C(O)C(Br)=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.762 | Prediction: 0.018 | MW: 591.3 | LogP: 6.89,HIGHEST ATTR (INACTIVE): CHEMBL2382269 | SMILES: CC1O[C@H]1[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.424 | Prediction: 0.034 | MW: 465.5 | LogP: 3.94,,
108,12662,C(C1=CC=CS1)=NN(C1=NC=CS1)CC1=CC2=C(C=C1)OCO2,7,0,7,0,0,-0.6913,-0.7308,100.00,7,7,100.0,-0.731,-0.659,LOWEST ATTR (INACTIVE): CHEMBL3589313 | SMILES: N#CC1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.731 | Prediction: 0.081 | MW: 535.4 | LogP: 6.59,HIGHEST ATTR (INACTIVE): CHEMBL3589312 | SMILES: O=[N+]([O-])C1=CC=C(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)C=C1 | Attribution: -0.659 | Prediction: 0.054 | MW: 555.4 | LogP: 6.63,,
109,12657,C(C1=CC=CS1)=NN(C1=NC(C2=CC=CC=C2)=CS1)CC1=CC2=C(C=C1)OCO2,7,0,7,0,0,-0.6867,-0.7160,100.00,7,7,100.0,-0.716,-0.659,LOWEST ATTR (INACTIVE): CHEMBL3589318 | SMILES: FC1=CC(C2=CSC(N3N=C(C4=CC=CS4)CC3C3=CC4=C(C=C3Br)OCO4)=N2)=CC=C1Cl | Attribution: -0.716 | Prediction: 0.044 | MW: 562.9 | LogP: 7.51,HIGHEST ATTR (INACTIVE): CHEMBL3589316 | SMILES: FC1=CC=CC=C1C1=CSC(N2N=C(C3=CC=CS3)CC2C2=CC3=C(C=C2Br)OCO3)=N1 | Attribution: -0.659 | Prediction: 0.066 | MW: 528.4 | LogP: 6.86,,
