"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_min_attribution","avg_inactivity_rate_percent","pathogen_breakdown"
NEGATIVE SCAFFOLDS,442,94236,C1=NC2=C(CN1)C1=C(CCCCC1)S2,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.5334,-0.7611,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.668 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.399 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,443,110668,C(NC1=CC=NO1)NC12CC3CC(CC(C3)C1)C2,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.5249,-0.7616,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.601 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.449 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,444,110667,C(NC1=CC=NO1)NC1CC2CCCC(C2)C1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.5229,-0.7510,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.588 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.458 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,445,110666,C(NC1=CC=NO1)NC12CCCC(CCC1)C2,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.5228,-0.7503,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.587 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.459 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,446,55193,C1C[C@H](CO1)C1CC[C@@H](CC1)C1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.5227,-0.7213,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.512 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.533 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,447,55191,C1C[C@H](CO1)C1CC[C@@H]2C3CCCC[C@@H]3CCC2C1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.5150,-0.7105,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.496 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.534 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,448,72589,C1=CC=C(COC2=CC=CC(CN3C=NC=N3)=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.5073,-0.6999,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.445 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.570 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,449,25093,C1C=CC[C@H](C1)[C@@H]1CCCO1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.4795,-0.6778,100.00,"e_coli: 7 compounds (0 TP, 7 TN) | Avg Attr: -0.574 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.385 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,450,55196,C1OC[C@H]2C1=CC[C@H]1C[C@H](CCC12)C1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.4359,-0.6401,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.408 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.463 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,451,83433,C1=CCC(CC1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.4211,-0.6275,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.400 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.442 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,452,12169,C1=CC=C(SN2CCN(CC3=CC=CC=N3)CC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.4036,-0.7009,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.353 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.454 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,453,11457,C1C=CC(C/C1=C/NCC1=CN(CCC2=CC=CC=C2)N=N1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.4026,-0.6090,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.290 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.515 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,454,14657,C1COC[C@@H]1C1CC[C@@H]2CCCCC2C1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.3985,-0.7026,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.394 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.403 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,455,12166,C1=CC=C(SNCCNCC2=CC=CC=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.3786,-0.6201,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.400 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.357 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,456,20491,C(=N\N1C=CC(C2=CC=CC=C2)=CC1)/C1=NC=CN1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.3781,-0.7268,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.321 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.435 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,457,15006,C(=N\C1=NC=CC=N1)/C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.3669,-0.6405,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.198 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.536 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,458,19271,C1NC=CCN[C@H]1CO[C@H]1CCCO1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.3228,-0.6275,100.00,"e_coli: 7 compounds (0 TP, 7 TN) | Avg Attr: -0.343 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.302 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,459,11459,C1C=C2OC3=C(C=CC=C3)C2C/C1=C/NCC1=CN(CCC2=CC=CC=C2)N=N1,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.3186,-0.5559,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.166 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.471 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,460,8535,C1NC=CC1CC1=CNC2=CC=CC=C12,S. aureus + E. coli (NOT C. albicans),2,10,0,10,-0.2814,-0.4782,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.240 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.323 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,461,12575,C(N/N=C\C1=CC=CC=C1)C1=NC=CS1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.7561,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.762 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.751 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,462,127315,C1NC=NCC1CC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.7085,-0.7616,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.756 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.661 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,463,12459,C1CCN=CN1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.6827,-0.7576,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.657 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.708 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,464,32938,C(C1=CC=CC=C1)C1=CC=CC=C1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.6739,-0.7515,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.605 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.742 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,465,73411,C(CN1C=C2CNCN(CC3CC3)C2=N1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.6606,-0.7616,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.702 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.619 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,466,10570,C1=CC=C(COC2=CC(C3=NC4=CC=CC=C4CN3)=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.6528,-0.7616,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.718 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.588 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,467,40973,C(CN1C=C2CNCNC2=N1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.6511,-0.7525,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.658 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.644 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,468,74711,C1=CN(CCCN2CCNCC2)CO1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.6334,-0.7616,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.595 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.672 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,469,17737,C(=C\C1=COC2=CC=CC=C2C1)/C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.6299,-0.7616,100.00,"e_coli: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.705 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.554 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,470,110664,C(NC1=CC=NO1)NC1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.6293,-0.7616,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.497 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.762 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,471,26657,C1C=C(CC[C@H]2CCCCC2)CCO1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.6199,-0.7616,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.607 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.633 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,472,127317,C1NC=NCC1C(C1=CC=CC=C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.6071,-0.7331,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.605 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.609 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,473,29783,C(CNCCC1=CNC=C1)CC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5955,-0.7159,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.630 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.561 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,474,117045,C(CNC1N=CC=C(C2=CC=CC=C2)S1)OC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5882,-0.7215,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.524 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.652 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,475,72571,C(CNCC1=CON=C1)NC1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5876,-0.7506,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.462 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.713 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,476,117037,C(CNC(N=CC1=CC=CC=C1)SCC1=CC=CC=C1)OC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5814,-0.7369,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.438 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.725 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,477,117036,C(CNC1N=C(C2=CC=CC=C2)C=C(C2=CC=CC=C2)S1)OC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5715,-0.7094,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.443 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.700 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,478,26666,C1C=C(CCO1)C1=COC2CCCC[C@@H]2C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5608,-0.7190,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.584 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.537 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,479,25710,C1CCC2[C@H](C1)CC[C@H]1CCCCC21,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5571,-0.7018,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.467 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.647 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,480,74724,C1C=C(CCC1)OC1CCCC1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5531,-0.7591,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.552 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.554 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,481,117044,C(CNC1N=C(C2=CC=CC=C2)C=CS1)OC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5498,-0.7277,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.438 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.662 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,482,25711,C1CC[C@@]2(C[C@]23CCCCC3)CC1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5377,-0.6566,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.478 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.597 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,483,25703,C1CC[C@@]2(CC2)CC1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5265,-0.6990,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.558 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.495 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,484,14645,C1COC[C@@H]1CCC1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5253,-0.7457,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.536 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.515 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,485,83248,C(=C/C1=CN=CC(C2=NN=NN2)=C1)\C1=CC=C(C2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5199,-0.7616,100.00,"e_coli: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.723 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.317 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,486,10559,C1NNCC1CC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,10,1,9,-0.5135,-0.7465,90.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.609 | Inactivity: 100.00% || s_aureus: 5 compounds (1 TP, 4 TN) | Avg Attr: -0.418 | Inactivity: 80.00%"
NEGATIVE SCAFFOLDS,487,127320,C1NC=NC2OC3=CC=CC=C3C(C3=CC=CC=C3)C12,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5056,-0.6767,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.512 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.499 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,488,66376,C1C2=[NH+]CCC3CCN4CCC5=CNC1=C5C4=C23,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5050,-0.7589,100.00,"e_coli: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.662 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.348 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,489,127316,C1NC=NC2OC=CCC12,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.5011,-0.6255,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.527 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.475 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,490,25715,C1CC[C@]23C[C@]24CCCC[C@@H]4CC[C@H]3C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4960,-0.6677,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.478 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.514 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,491,55194,C1OC[C@H]2C1=CC[C@H]1C3CC[C@H]4CCCCC4[C@H]3CCC12,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4950,-0.6381,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.500 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.490 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,492,10569,C1=CC=C(COC2=CC(C3=NC=CCN3)=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4920,-0.6769,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.536 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.448 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,493,127318,C1NC=NC2OC=CC(C3=CC=CC=C3)C12,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4865,-0.6060,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.478 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.495 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,494,127319,C1NC=NC2OC3=CC=CC=C3CC12,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4863,-0.7045,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.577 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.396 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,495,55186,C1C[C@@H](CCCCC2CCCCC2)CO1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4859,-0.7353,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.430 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.542 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,496,25709,C1CC[C@]23CC2CCC[C@H]3C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4662,-0.7616,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.626 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.307 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,497,43809,C1C2=CC=CC3=C(SC4=NC5=CC=CC=C5N4CC4=CC=CC=C4)C=CC(=C23)CN1CCCCN1C=NC=N1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4534,-0.6986,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.675 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.232 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,498,53619,C(NC1=CC=C(N2C=CN=C2)N=C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4491,-0.5873,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.454 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.444 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,499,14653,C1=C2COC[C@@H]2C[C@@H](C1)C1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4484,-0.6874,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.427 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.470 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,500,15645,C1=CC=C(CC2=CNCN=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4477,-0.6569,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.525 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.370 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,501,73417,C(CN1C=CC(=N1)NCC1CC1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4451,-0.6900,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.403 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.488 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,502,117040,C(CNC1N=CC=C(C2=CC=CC=C2)S1)OC1=CC=C2C=CCOC2=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4348,-0.6359,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.268 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.601 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,503,24109,C1=CC(N2C=NC3=CC=CC=C3C2)=CC(OCC2=CNN=N2)=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.4172,-0.7616,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.293 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.541 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,504,8531,C1NC2=CC=CC=C2C1CC1=CNC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.3959,-0.7032,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.238 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.553 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,505,117043,C(CNCSCC1=CC=CC=C1)OC1=CC=C2C=CCOC2=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.3925,-0.5542,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.288 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.497 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,506,26656,C1C=C(CCO1)C1=COCCC1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.3913,-0.6961,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.406 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.376 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,507,46511,C(NC1=CC=CC=C1)C1=CC=NC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.3838,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.389 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.378 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,508,55192,C1C[C@H](CO1)C1CC[C@@H]2CCCCC2C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.3706,-0.7105,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.367 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.374 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,509,55188,C1OC[C@@H]2C[C@@H](CC=C12)C1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.3559,-0.6205,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.351 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.360 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,510,8528,C1NC=CC1CC1=CNC=C1,S. aureus + E. coli (NOT C. albicans),2,9,0,9,-0.3559,-0.6613,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.198 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.514 | Inactivity: 100.00%"
