"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","max_attribution","activity_rate_percent","positive_appearances","total_appearances","positive_consistency_percent","min_attribution_ever","max_attribution_ever","highest_attribution_example","lowest_attribution_example","inactive_positive_attribution_example","active_negative_attribution_example"
636,229573,C(CNCC1=CC=CC=C1)NC1=CC=NC=C1,9,9,0,0,0,0.6000,0.7616,100.00,9,9,100.0,0.211,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5400580 | SMILES: CCC(C)C(NC(=O)C1=CC=C(C(=O)OC)C=C1)C(=O)NC1=CC=NC=C1 | Attribution: 0.762 | Prediction: 0.941 | MW: 369.4 | LogP: 2.65,LOWEST ATTR (ACTIVE): CHEMBL5414138 | SMILES: CC1CCN(C(=O)/C=C/C2=CC=C(C(=O)NCC(=O)NC3=CC=NC=C3)C=C2)CC1 | Attribution: 0.211 | Prediction: 0.890 | MW: 406.5 | LogP: 2.72,,
637,230876,C(NCC(CN1C=NC=N1)C1=CC=CC=C1)C1=CC=CC=C1,10,9,1,0,0,0.5988,0.7604,90.00,9,10,90.0,-0.285,0.760,HIGHEST ATTR (ACTIVE): CHEMBL338805 | SMILES: C[C@H]1N(C(=O)C2=CC=C(C(F)(F)F)C=C2)C[C@H](O)O[C@@]1(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.760 | Prediction: 0.965 | MW: 482.4 | LogP: 3.35,LOWEST ATTR (INACTIVE): CHEMBL338205 | SMILES: C[C@H]1N(C(=O)C2=CC=CC=C2)CCO[C@@]1(CN1C=NC=N1)C1=CC=CC=C1 | Attribution: -0.285 | Prediction: 0.072 | MW: 362.4 | LogP: 2.73,,
638,228021,C(OCCC12CC=CC1CCCC2)C1=CC=CC=C1,9,9,0,0,0,0.5967,0.6738,100.00,9,9,100.0,0.511,0.674,HIGHEST ATTR (ACTIVE): CHEMBL146787 | SMILES: CC(C)C1=CC2CC3(C=O)C4CC[C@@H](C)C4CC2(CCOC(=O)C2=CC=C4OCOC4=C2)C13C(=O)O | Attribution: 0.674 | Prediction: 0.645 | MW: 494.6 | LogP: 4.89,LOWEST ATTR (ACTIVE): CHEMBL151879 | SMILES: CC(C)C1=CC2CC3(C=O)C4CC[C@@H](C)C4CC2(CCOC(=O)C2=CC=C(I)C=C2)C13C(=O)O | Attribution: 0.511 | Prediction: 0.839 | MW: 576.5 | LogP: 5.76,,
639,230703,C1=CC=C(C2=NNC[C@H]2N2C=CN=C2)C=C1,9,9,0,0,0,0.5914,0.6995,100.00,9,9,100.0,0.462,0.699,HIGHEST ATTR (ACTIVE): CHEMBL468645 | SMILES: CC1=CC=C(C2=NN(C3=CC=C(F)C=C3)[C@H](C3=CC=C(C)C=C3)[C@H]2N2C=CN=C2)C=C1 | Attribution: 0.699 | Prediction: 0.975 | MW: 410.5 | LogP: 5.85,LOWEST ATTR (ACTIVE): CHEMBL468020 | SMILES: BrC1=CC=C(C2=NN(C3=CC=CC=C3)[C@H](C3=CC=C(Br)C=C3)[C@H]2N2C=CN=C2)C=C1 | Attribution: 0.462 | Prediction: 0.980 | MW: 522.2 | LogP: 6.62,,
640,230709,C1=NN[C@H](C2=CC=CC=C2)[C@H]1N1C=CN=C1,9,9,0,0,0,0.5907,0.7002,100.00,9,9,100.0,0.463,0.700,HIGHEST ATTR (ACTIVE): CHEMBL468645 | SMILES: CC1=CC=C(C2=NN(C3=CC=C(F)C=C3)[C@H](C3=CC=C(C)C=C3)[C@H]2N2C=CN=C2)C=C1 | Attribution: 0.700 | Prediction: 0.975 | MW: 410.5 | LogP: 5.85,LOWEST ATTR (ACTIVE): CHEMBL468020 | SMILES: BrC1=CC=C(C2=NN(C3=CC=CC=C3)[C@H](C3=CC=C(Br)C=C3)[C@H]2N2C=CN=C2)C=C1 | Attribution: 0.463 | Prediction: 0.980 | MW: 522.2 | LogP: 6.62,,
641,228161,C1O[C@H]2C[C@H](OCC34CCC(C3)CCC4)OC[C@H]2O1,9,9,0,0,0,0.5862,0.6395,100.00,9,9,100.0,0.535,0.640,HIGHEST ATTR (ACTIVE): CHEMBL21592 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@@H]2O[C@H](C)[C@H]4OC(=S)O[C@H]4[C@@H]2O)C13C(=O)O | Attribution: 0.640 | Prediction: 0.965 | MW: 520.6 | LogP: 3.10,LOWEST ATTR (ACTIVE): CHEMBL279691 | SMILES: CC1O[C@H]2[C@H](C[C@H](OCC34C[C@@H]5[C@H](C)CC[C@H]5C5(C=O)CC3C=C(C(C)C)C45C(=O)O)O[C@@H]2C)O1 | Attribution: 0.535 | Prediction: 0.978 | MW: 488.6 | LogP: 4.19,,
642,228026,C(OCCC12CCCC3CC1C=CC32)C1=CC=CC=C1,9,9,0,0,0,0.5837,0.6733,100.00,9,9,100.0,0.490,0.673,HIGHEST ATTR (ACTIVE): CHEMBL151320 | SMILES: CSC1=CC=C(C(=O)OCCC23CC4C(CC[C@H]4C)C4(C=O)CC2C=C(C(C)C)C43C(=O)O)C=C1 | Attribution: 0.673 | Prediction: 0.869 | MW: 496.7 | LogP: 5.88,LOWEST ATTR (ACTIVE): CHEMBL151879 | SMILES: CC(C)C1=CC2CC3(C=O)C4CC[C@@H](C)C4CC2(CCOC(=O)C2=CC=C(I)C=C2)C13C(=O)O | Attribution: 0.490 | Prediction: 0.839 | MW: 576.5 | LogP: 5.76,,
643,228237,C1=C(SC2=NN=C(C3=CC=CC=C3)O2)C=CS1,9,9,0,0,0,0.5617,0.6805,100.00,9,9,100.0,0.443,0.680,HIGHEST ATTR (ACTIVE): CS000444335 | SMILES: NC1=CC=C(C2=NN=C(SC3=CS(=O)(=O)C4=CC=CC=C34)O2)C=C1 | Attribution: 0.680 | Prediction: 0.812 | MW: 357.4 | LogP: 3.20,LOWEST ATTR (ACTIVE): CHEMBL4288538 | SMILES: O=S1(=O)C=C(SC2=NN=C(C3=CC=CC=C3Cl)O2)C2=CC=CC=C21 | Attribution: 0.443 | Prediction: 0.846 | MW: 376.8 | LogP: 4.27,,
644,228468,C(NC1=CC=CC=C1)C1=CN(C2=CC=CC=C2)N=C1CNC1=CC=CC=C1,9,9,0,0,0,0.5490,0.6103,100.00,9,9,100.0,0.494,0.610,HIGHEST ATTR (ACTIVE): CHEMBL3237217 | SMILES: O=C(NC1=CC=C(C(F)(F)F)C=C1)C1=NN(C2=CC=CC([N+](=O)[O-])=C2)C(C2=CC=CC=C2)=C1C(=O)NC1=CC=C(C(F)(F)F)C=C1 | Attribution: 0.610 | Prediction: 0.972 | MW: 639.5 | LogP: 7.99,LOWEST ATTR (ACTIVE): CHEMBL3237219 | SMILES: O=C(NC1=CC=CC(F)=C1)C1=NN(C2=CC=CC([N+](=O)[O-])=C2)C(C2=CC=CC=C2)=C1C(=O)NC1=CC=CC(F)=C1 | Attribution: 0.494 | Prediction: 0.954 | MW: 539.5 | LogP: 6.23,,
645,230984,C1CC(C23CCC(C2)CCC3)=NO1,9,9,0,0,0,0.5481,0.6185,100.00,9,9,100.0,0.394,0.619,HIGHEST ATTR (ACTIVE): CHEMBL173512 | SMILES: CCOC(=O)C1CC(C23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)[C@@]34C(=O)O)=NO1 | Attribution: 0.619 | Prediction: 0.856 | MW: 443.5 | LogP: 3.62,LOWEST ATTR (ACTIVE): CHEMBL353539 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(C2=NOC(C4CCCCC4)C2)[C@]13C(=O)O | Attribution: 0.394 | Prediction: 0.884 | MW: 453.6 | LogP: 5.64,,
646,230712,C1=CC=C(C2=NN[C@H](C3=CC=CC=C3)[C@H]2N2C=CN=C2)C=C1,9,9,0,0,0,0.5480,0.6668,100.00,9,9,100.0,0.383,0.667,HIGHEST ATTR (ACTIVE): CHEMBL468645 | SMILES: CC1=CC=C(C2=NN(C3=CC=C(F)C=C3)[C@H](C3=CC=C(C)C=C3)[C@H]2N2C=CN=C2)C=C1 | Attribution: 0.667 | Prediction: 0.975 | MW: 410.5 | LogP: 5.85,LOWEST ATTR (ACTIVE): CHEMBL468020 | SMILES: BrC1=CC=C(C2=NN(C3=CC=CC=C3)[C@H](C3=CC=C(Br)C=C3)[C@H]2N2C=CN=C2)C=C1 | Attribution: 0.383 | Prediction: 0.980 | MW: 522.2 | LogP: 6.62,,
647,232108,C1N(CCC2=CC=CC=C2)CCN1C1=CC=C(N2C=NN=N2)C=C1,9,9,0,0,0,0.5381,0.7616,100.00,9,9,100.0,0.448,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4852565 | SMILES: C[C@@H](N1CCN(C2=CC=C(N3C=NN=N3)C=C2)C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.994 | MW: 481.5 | LogP: 1.75,LOWEST ATTR (ACTIVE): CHEMBL5172743 | SMILES: C[C@@H](N1CCN(C2=CC=C(N3C=NN=N3)C=C2)C1=O)[C@](O)(CN1C=[N+](COC(=O)OC2COCOC2)C=N1)C1=CC=C(F)C=C1F | Attribution: 0.448 | Prediction: 0.990 | MW: 642.6 | LogP: 1.13,,
648,228470,C(NC1=CC=CC=C1)C1=NN(C2=CC=CC=C2)C(C2=CC=CC=C2)=C1CNC1=CC=CC=C1,9,9,0,0,0,0.5344,0.5954,100.00,9,9,100.0,0.481,0.595,HIGHEST ATTR (ACTIVE): CHEMBL3237217 | SMILES: O=C(NC1=CC=C(C(F)(F)F)C=C1)C1=NN(C2=CC=CC([N+](=O)[O-])=C2)C(C2=CC=CC=C2)=C1C(=O)NC1=CC=C(C(F)(F)F)C=C1 | Attribution: 0.595 | Prediction: 0.972 | MW: 639.5 | LogP: 7.99,LOWEST ATTR (ACTIVE): CHEMBL3237219 | SMILES: O=C(NC1=CC=CC(F)=C1)C1=NN(C2=CC=CC([N+](=O)[O-])=C2)C(C2=CC=CC=C2)=C1C(=O)NC1=CC=CC(F)=C1 | Attribution: 0.481 | Prediction: 0.954 | MW: 539.5 | LogP: 6.23,,
649,228028,C(OCCC12CCC(C1)C1CCCC1C2)C1=CC=CC=C1,9,9,0,0,0,0.5336,0.6846,100.00,9,9,100.0,0.431,0.685,HIGHEST ATTR (ACTIVE): CHEMBL151320 | SMILES: CSC1=CC=C(C(=O)OCCC23CC4C(CC[C@H]4C)C4(C=O)CC2C=C(C(C)C)C43C(=O)O)C=C1 | Attribution: 0.685 | Prediction: 0.869 | MW: 496.7 | LogP: 5.88,LOWEST ATTR (ACTIVE): CHEMBL151879 | SMILES: CC(C)C1=CC2CC3(C=O)C4CC[C@@H](C)C4CC2(CCOC(=O)C2=CC=C(I)C=C2)C13C(=O)O | Attribution: 0.431 | Prediction: 0.839 | MW: 576.5 | LogP: 5.76,,
650,230547,C1=C2CCCC[C@@H]2C2CCCCC2C1,9,9,0,0,0,0.5275,0.6839,100.00,9,9,100.0,0.443,0.684,HIGHEST ATTR (ACTIVE): CHEMBL1629725 | SMILES: CC(C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@]1(C)[C@H]3CC[C@@H]4[C@](C(=O)O)(C[C@@H](O)[C@H](O)[C@@]4(C)C(=O)O)C3=CC[C@@]21C | Attribution: 0.684 | Prediction: 0.746 | MW: 502.7 | LogP: 5.13,LOWEST ATTR (ACTIVE): CHEMBL3741296 | SMILES: CCCN[C@@](C)(CO[C@H]1[C@H](N2N=NC(N)=N2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C | Attribution: 0.443 | Prediction: 0.998 | MW: 697.0 | LogP: 7.18,,
651,229041,C1=CC=C(C(CSC2=NC3=CC=CC=C3N2)CN2C=NC=N2)C=C1,9,9,0,0,0,0.5197,0.7548,100.00,9,9,100.0,0.434,0.755,HIGHEST ATTR (ACTIVE): CHEMBL5440892 | SMILES: OC(C1=CC=CC=C1)C1=CC=C2NC(SCC(O)(CN3C=NC=N3)C3=CC=CC=C3)=NC2=C1 | Attribution: 0.755 | Prediction: 0.921 | MW: 457.6 | LogP: 3.92,LOWEST ATTR (ACTIVE): CHEMBL5414299 | SMILES: O=C(C1=CC=CC=C1)C1=CC=C2NC(SCC(O)(CN3C=NC=N3)C3=CC=C(Cl)C=C3)=NC2=C1 | Attribution: 0.434 | Prediction: 0.923 | MW: 490.0 | LogP: 4.72,,
652,232103,C(NCCC1=CC=CC=C1)NC1=CC=C(N2C=NN=N2)C=C1,9,9,0,0,0,0.5163,0.7574,100.00,9,9,100.0,0.421,0.757,HIGHEST ATTR (ACTIVE): CHEMBL4852565 | SMILES: C[C@@H](N1CCN(C2=CC=C(N3C=NN=N3)C=C2)C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.757 | Prediction: 0.994 | MW: 481.5 | LogP: 1.75,LOWEST ATTR (ACTIVE): CHEMBL5172743 | SMILES: C[C@@H](N1CCN(C2=CC=C(N3C=NN=N3)C=C2)C1=O)[C@](O)(CN1C=[N+](COC(=O)OC2COCOC2)C=N1)C1=CC=C(F)C=C1F | Attribution: 0.421 | Prediction: 0.990 | MW: 642.6 | LogP: 1.13,,
653,228240,C1=C(SC2=NN=C(C3=CC=CC=C3)O2)C2=CC=CC=C2S1,9,9,0,0,0,0.4890,0.6650,100.00,9,9,100.0,0.347,0.665,HIGHEST ATTR (ACTIVE): CS000444335 | SMILES: NC1=CC=C(C2=NN=C(SC3=CS(=O)(=O)C4=CC=CC=C34)O2)C=C1 | Attribution: 0.665 | Prediction: 0.812 | MW: 357.4 | LogP: 3.20,LOWEST ATTR (ACTIVE): CHEMBL4288538 | SMILES: O=S1(=O)C=C(SC2=NN=C(C3=CC=CC=C3Cl)O2)C2=CC=CC=C21 | Attribution: 0.347 | Prediction: 0.846 | MW: 376.8 | LogP: 4.27,,
654,227957,C(C1=CC=C(C2=CC=CC=C2)C=C1)=NCCN1C=NC=N1,9,9,0,0,0,0.4884,0.5295,100.00,9,9,100.0,0.436,0.530,HIGHEST ATTR (ACTIVE): CHEMBL4847153 | SMILES: FC1=CC=CC=C1C1=CC=C(C2=NC(CN3C=NC=N3)(C3=CC=C(Cl)C=C3)CO2)C=C1 | Attribution: 0.530 | Prediction: 0.662 | MW: 432.9 | LogP: 5.11,LOWEST ATTR (ACTIVE): CHEMBL4877761 | SMILES: FC1=CC(C2=NC(CN3C=NC=N3)(C3=CC=CC=C3)CO2)=CC=C1C1=CC=CC=C1 | Attribution: 0.436 | Prediction: 0.524 | MW: 398.4 | LogP: 4.46,,
655,230706,C(C1=CC=CC=C1)[C@H](N1C=CN=C1)CC1=CC=CC=C1,9,9,0,0,0,0.4883,0.6550,100.00,9,9,100.0,0.350,0.655,HIGHEST ATTR (ACTIVE): CHEMBL457476 | SMILES: ClC1=CC=C(C2=NN[C@H](C3=CC=C(Cl)C=C3Cl)[C@H]2N2C=CN=C2)C(Cl)=C1 | Attribution: 0.655 | Prediction: 0.973 | MW: 426.1 | LogP: 5.79,LOWEST ATTR (ACTIVE): CHEMBL468020 | SMILES: BrC1=CC=C(C2=NN(C3=CC=CC=C3)[C@H](C3=CC=C(Br)C=C3)[C@H]2N2C=CN=C2)C=C1 | Attribution: 0.350 | Prediction: 0.980 | MW: 522.2 | LogP: 6.62,,
656,227180,C(=N/NC1=CC=CC=C1)\C1=CC(C2=CC=CC=C2)=CC=C1,10,9,1,0,0,0.4706,0.7073,90.00,8,10,80.0,-0.110,0.707,HIGHEST ATTR (ACTIVE): CHEMBL4530115 | SMILES: FC1=CC=CC(N/N=C/C2=CC=C(C3=CC=CC(/C=N/NC4=CC=CC(F)=C4)=C3)C=C2)=C1 | Attribution: 0.707 | Prediction: 0.784 | MW: 426.5 | LogP: 6.52,LOWEST ATTR (INACTIVE): CHEMBL4452163 | SMILES: FC1=CC=CC(N/N=C/C2=CC=C(C3=CC=CC(/C=N/NC4=CC=CC(F)=C4F)=C3)C=C2)=C1F | Attribution: -0.110 | Prediction: 0.234 | MW: 462.5 | LogP: 6.80,,
657,29299,C(NCCCN1C=NC=N1)C1=CC=CC=C1,11,9,2,0,0,0.4610,0.7616,81.82,9,11,81.8,-0.762,0.762,HIGHEST ATTR (ACTIVE): CHEMBL129192 | SMILES: C[C@H]1N(C(=O)C2=CC=C(C(F)(F)F)C=C2)C[C@H](O)O[C@@]1(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl | Attribution: 0.762 | Prediction: 0.938 | MW: 515.3 | LogP: 4.38,LOWEST ATTR (INACTIVE): CHEMBL1800441 | SMILES: O=C1C2=C3C(=CC=C(Br)C3=CC=C2)C(=O)N1CCCN1C=NC=N1 | Attribution: -0.762 | Prediction: 0.191 | MW: 385.2 | LogP: 2.88,,
658,228023,C(OCCC12CCCC(CC1)C2)C1=CC=CC=C1,9,9,0,0,0,0.4422,0.6069,100.00,9,9,100.0,0.293,0.607,HIGHEST ATTR (ACTIVE): CHEMBL151320 | SMILES: CSC1=CC=C(C(=O)OCCC23CC4C(CC[C@H]4C)C4(C=O)CC2C=C(C(C)C)C43C(=O)O)C=C1 | Attribution: 0.607 | Prediction: 0.869 | MW: 496.7 | LogP: 5.88,LOWEST ATTR (ACTIVE): CHEMBL348249 | SMILES: C=CC1=CC=C(C(=O)OCCC23CC4C(CC[C@H]4C)C4(C=O)CC2C=C(C(C)C)C43C(=O)O)C=C1 | Attribution: 0.293 | Prediction: 0.764 | MW: 476.6 | LogP: 5.80,,
659,228019,C(OCCC1C2C=CC1CC2)C1=CC=CC=C1,9,9,0,0,0,0.4299,0.5356,100.00,9,9,100.0,0.256,0.536,HIGHEST ATTR (ACTIVE): CHEMBL151320 | SMILES: CSC1=CC=C(C(=O)OCCC23CC4C(CC[C@H]4C)C4(C=O)CC2C=C(C(C)C)C43C(=O)O)C=C1 | Attribution: 0.536 | Prediction: 0.869 | MW: 496.7 | LogP: 5.88,LOWEST ATTR (ACTIVE): CHEMBL348249 | SMILES: C=CC1=CC=C(C(=O)OCCC23CC4C(CC[C@H]4C)C4(C=O)CC2C=C(C(C)C)C43C(=O)O)C=C1 | Attribution: 0.256 | Prediction: 0.764 | MW: 476.6 | LogP: 5.80,,
660,227965,C(C1=CC=C(C2=CC=CC=C2)C=C1)=NC(CN1C=NC=N1)C1=CC=CC=C1,9,9,0,0,0,0.4299,0.5337,100.00,9,9,100.0,0.285,0.534,HIGHEST ATTR (ACTIVE): CHEMBL4878685 | SMILES: FC1=CC=CC(C2=CC=C(C3=NC(CN4C=NC=N4)(C4=CC=C(F)C=C4F)CO3)C=C2)=C1 | Attribution: 0.534 | Prediction: 0.872 | MW: 434.4 | LogP: 4.73,LOWEST ATTR (ACTIVE): CHEMBL4851566 | SMILES: FC1=CC=CC(C2=CC=C(C3=NC(CN4C=NC=N4)(C4=CC=C(Cl)C=C4)CO3)C=C2)=C1 | Attribution: 0.285 | Prediction: 0.660 | MW: 432.9 | LogP: 5.11,,
661,230980,C1CC[C@H](CCC2=NOCC2)C1,9,9,0,0,0,0.4106,0.4567,100.00,9,9,100.0,0.300,0.457,HIGHEST ATTR (ACTIVE): CHEMBL173512 | SMILES: CCOC(=O)C1CC(C23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)[C@@]34C(=O)O)=NO1 | Attribution: 0.457 | Prediction: 0.856 | MW: 443.5 | LogP: 3.62,LOWEST ATTR (ACTIVE): CHEMBL353539 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(C2=NOC(C4CCCCC4)C2)[C@]13C(=O)O | Attribution: 0.300 | Prediction: 0.884 | MW: 453.6 | LogP: 5.64,,
662,228771,C1=CC=C(CN2CCCO[C@@H](OCC3CC[C@@H]4CCC[C@H]4C3)C2)C=C1,9,9,0,0,0,0.4062,0.4861,100.00,9,9,100.0,0.372,0.486,HIGHEST ATTR (ACTIVE): CHEMBL295575 | SMILES: CO[C@H]1CN(CC2=CC=C(SC)C=C2)C[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)O[C@@H]1C | Attribution: 0.486 | Prediction: 0.993 | MW: 611.8 | LogP: 5.91,LOWEST ATTR (ACTIVE): CHEMBL431537 | SMILES: COC1=CC=CC(CN2C[C@H](OCC34C[C@@H]5[C@H](C)CC[C@H]5C5(C=O)CC3C=C(C(C)C)C45C(=O)O)O[C@H](C)[C@@H](OC)C2)=C1 | Attribution: 0.372 | Prediction: 0.984 | MW: 595.8 | LogP: 5.20,,
663,228784,C1=CC=C(CNCCOCC2CC[C@@H]3CCC[C@H]3C2)C=C1,9,9,0,0,0,0.3543,0.4105,100.00,9,9,100.0,0.317,0.411,HIGHEST ATTR (ACTIVE): CHEMBL295575 | SMILES: CO[C@H]1CN(CC2=CC=C(SC)C=C2)C[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)O[C@@H]1C | Attribution: 0.411 | Prediction: 0.993 | MW: 611.8 | LogP: 5.91,LOWEST ATTR (ACTIVE): CHEMBL328723 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@@H]2C[C@H](C)N(CC4=CC=CC=C4)C2)C13C(=O)O | Attribution: 0.317 | Prediction: 0.969 | MW: 505.7 | LogP: 5.59,,
664,227217,C1=CC=C(COCCN2C=NC=N2)C=C1,9,9,0,0,0,0.2757,0.5573,100.00,7,9,77.8,-0.068,0.557,HIGHEST ATTR (ACTIVE): CHEMBL5400300 | SMILES: O=C1C=CC2=CC(COC(CN3C=NC=N3)C3=CC=C(F)C=C3F)=CC=C2O1 | Attribution: 0.557 | Prediction: 0.784 | MW: 383.4 | LogP: 3.62,LOWEST ATTR (ACTIVE): CHEMBL4277286 | SMILES: FC1=CC=C(C(CN2C=NC=N2)OCC2=CC=C(Cl)C(Cl)=C2)C(F)=C1 | Attribution: -0.068 | Prediction: 0.716 | MW: 384.2 | LogP: 4.82,,ACTIVE w/ NEG ATTR: CHEMBL4277286 | SMILES: FC1=CC=C(C(CN2C=NC=N2)OCC2=CC=C(Cl)C(Cl)=C2)C(F)=C1 | Attribution: -0.068 | Prediction: 0.716 | MW: 384.2
665,230014,C1=CC=C(C2=CN3CCNCC3=N2)C=C1,9,9,0,0,0,0.2454,0.2677,100.00,9,9,100.0,0.217,0.268,HIGHEST ATTR (ACTIVE): CHEMBL3261302 | SMILES: C[C@@H](N1CCN2C=C(C3=CC=CC(F)=C3)N=C2C1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.268 | Prediction: 0.995 | MW: 468.5 | LogP: 3.35,LOWEST ATTR (ACTIVE): CHEMBL3261303 | SMILES: C[C@@H](N1CCN2C=C(C3=CC=CC(C(F)(F)F)=C3)N=C2C1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.217 | Prediction: 0.994 | MW: 518.5 | LogP: 4.23,,
666,227963,C1=CC=C(C2=CC=C(C3=NC(CN4C=NC=N4)CO3)C=C2)C=C1,9,9,0,0,0,0.2423,0.4258,100.00,9,9,100.0,0.135,0.426,HIGHEST ATTR (ACTIVE): CHEMBL4878685 | SMILES: FC1=CC=CC(C2=CC=C(C3=NC(CN4C=NC=N4)(C4=CC=C(F)C=C4F)CO3)C=C2)=C1 | Attribution: 0.426 | Prediction: 0.872 | MW: 434.4 | LogP: 4.73,LOWEST ATTR (ACTIVE): CHEMBL4877761 | SMILES: FC1=CC(C2=NC(CN3C=NC=N3)(C3=CC=CC=C3)CO2)=CC=C1C1=CC=CC=C1 | Attribution: 0.135 | Prediction: 0.524 | MW: 398.4 | LogP: 4.46,,
667,230983,C1C[C@H]2CCC(C3=NOCC3)C[C@@H]2C1,9,9,0,0,0,0.2394,0.3361,100.00,9,9,100.0,0.181,0.336,HIGHEST ATTR (ACTIVE): CHEMBL368733 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(C2=NOC(CC(C)(C)C)C2)[C@]13C(=O)O | Attribution: 0.336 | Prediction: 0.855 | MW: 441.6 | LogP: 5.49,LOWEST ATTR (ACTIVE): CHEMBL353539 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(C2=NOC(C4CCCCC4)C2)[C@]13C(=O)O | Attribution: 0.181 | Prediction: 0.884 | MW: 453.6 | LogP: 5.64,,
668,227181,C(=N/NC1=CC=CC=C1)\C1=CC=C(C2=CC=CC(/C=N/NC3=CC=CC=C3)=C2)C=C1,10,9,1,0,0,0.1937,0.6023,90.00,7,10,70.0,-0.762,0.602,HIGHEST ATTR (ACTIVE): CHEMBL4460542 | SMILES: FC1=CC=C(N/N=C/C2=CC=C(C3=CC=CC(/C=N/NC4=CC=C(F)C=C4F)=C3)C=C2)C(F)=C1 | Attribution: 0.602 | Prediction: 0.652 | MW: 462.5 | LogP: 6.80,LOWEST ATTR (INACTIVE): CHEMBL4452163 | SMILES: FC1=CC=CC(N/N=C/C2=CC=C(C3=CC=CC(/C=N/NC4=CC=CC(F)=C4F)=C3)C=C2)=C1F | Attribution: -0.762 | Prediction: 0.234 | MW: 462.5 | LogP: 6.80,,ACTIVE w/ NEG ATTR: CHEMBL4572780 | SMILES: BrC1=CC=C(N/N=C/C2=CC=C(C3=CC=CC(/C=N/NC4=CC=C(Br)C=C4)=C3)C=C2)C=C1 | Attribution: -0.143 | Prediction: 0.765 | MW: 548.3
669,227967,C1=CC=C(C2=CC=C(C3=NC(CN4C=NC=N4)(C4=CC=CC=C4)CO3)C=C2)C=C1,9,9,0,0,0,0.1799,0.3885,100.00,7,9,77.8,0.002,0.388,HIGHEST ATTR (ACTIVE): CHEMBL4878685 | SMILES: FC1=CC=CC(C2=CC=C(C3=NC(CN4C=NC=N4)(C4=CC=C(F)C=C4F)CO3)C=C2)=C1 | Attribution: 0.388 | Prediction: 0.872 | MW: 434.4 | LogP: 4.73,LOWEST ATTR (ACTIVE): CHEMBL4847153 | SMILES: FC1=CC=CC=C1C1=CC=C(C2=NC(CN3C=NC=N3)(C3=CC=C(Cl)C=C3)CO2)C=C1 | Attribution: 0.002 | Prediction: 0.662 | MW: 432.9 | LogP: 5.11,,
670,227446,C1CCOCCN1,9,9,0,0,0,0.1680,0.2131,100.00,9,9,100.0,0.137,0.213,HIGHEST ATTR (ACTIVE): CHEMBL297577 | SMILES: C=C(Br)CN1C[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)O[C@H](C)[C@@H](OC)C1 | Attribution: 0.213 | Prediction: 0.991 | MW: 594.6 | LogP: 4.90,LOWEST ATTR (ACTIVE): CHEMBL49825 | SMILES: C=CCCN1C[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)O[C@H](C)[C@@H](OC)C1 | Attribution: 0.137 | Prediction: 0.993 | MW: 529.7 | LogP: 4.57,,
