"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_max_attribution","avg_activity_rate_percent","pathogen_breakdown"
POSITIVE SCAFFOLDS,1,355,C1=CC2=C(N=C1)NC=CC2,S. aureus + E. coli (NOT C. albicans),2,622,609,13,0.6759,0.7616,97.60,"e_coli: 270 compounds (257 TP, 13 TN) | Avg Attr: 0.658 | Activity: 95.19% || s_aureus: 352 compounds (352 TP, 0 TN) | Avg Attr: 0.694 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2232,35221,C(=C/N1C=CN=C1)\C1=CC=CC=C1CCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6419,0.7520,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.715 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.568 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2233,25524,C1=CC=C(NC2=NC3=C(C4=CC=CC=C4)N=C4C=CC=CC4=C3O2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6408,0.7031,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.614 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.668 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2234,13223,C1C2=CC=CC=C2C[C@H]2CCCC[C@H]12,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6402,0.7325,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.631 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.650 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2235,4618,C1=CC(C2=CC=CC=C2)C2=CC(SC3=NC4=CC=CC=C4N3)=CC=C2O1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6399,0.7380,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.676 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.604 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2236,13615,C1=CC2=C(C=C1)N(CC1=NN=CO1)C1=CC=CC=C21,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6381,0.7394,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.627 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.649 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2237,16037,C(C1=CC=CC=C1)CC(C1=NOC=N1)NC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6366,0.7347,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.705 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.568 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2238,20205,C1=C(CC2=CCC[N+]3=CC4=C(OCCCN5C=CN=C5)C=CC=C4C=C23)OCO1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6346,0.7267,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.664 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.605 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2239,20206,C1=CC(OCCCN2C=CN=C2)=CC(=C1)CC1=[N+]CCC2=CC3=C(C=C12)OCO3,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6346,0.7267,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.664 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.605 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2240,11697,C1=CC=C(NCC2=CN=CC=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,15,14,1,0.6319,0.7616,90.00,"e_coli: 5 compounds (4 TP, 1 TN) | Avg Attr: 0.514 | Activity: 80.00% || s_aureus: 10 compounds (10 TP, 0 TN) | Avg Attr: 0.749 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2241,8144,C1CCOCC2OCN[C@@H]2CCCCCCC1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6296,0.7616,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.499 | Activity: 100.00% || s_aureus: 9 compounds (9 TP, 0 TN) | Avg Attr: 0.760 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2242,69709,C(CSC1=NN=C(NCCNC2=CC3=C(CC=CN3C3CC3)C=C2)S1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6283,0.7478,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.558 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.699 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2243,32040,C(CC1=NSC=N1)N[C@@H]1CN(C=CCSC2=NN=NN2)C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6281,0.7340,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.664 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.592 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2244,1509,C1NC2=CC=CC=C2CC1CC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6267,0.7381,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.540 | Activity: 100.00% || s_aureus: 9 compounds (9 TP, 0 TN) | Avg Attr: 0.714 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2245,35220,C(=C/N1C=CN=C1)\C1=CC=CC2=C1CC(NC2)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6263,0.7297,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.672 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.581 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2246,35216,C(=C/N1C=CN=C1)\C1=CC=CC2=C1CC(NC2)C1=CC2=C(C=C1)OCO2,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6240,0.7406,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.687 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.561 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2247,13609,C1=CC=C(C=C1)C1=CC=CC=C1OCC1=NN=CO1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6234,0.6950,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.608 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.639 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2248,69708,C(CSC1=NN=C(N2CCN(C3=CC4=C(CC=CN4C4CC4)C=C3)CC2)S1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6230,0.7405,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.558 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.688 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2249,35218,C(=C/N1C=CN=C1)\C1=CC=CC=C1CC1NCCC2=CC=CC=C21,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6217,0.7330,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.676 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.568 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2250,71110,C1=CC=C(CNC2CCC3=NN(C4=CC=NC=C4)C=C3C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6207,0.7616,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.543 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.698 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2251,32041,C(CC1=NSC=N1)N[C@@H]1CN2C=C(CSC3=NN=NN3)OC[C@H]12,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6205,0.7063,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.622 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.619 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2252,25518,C(C1=CC=CC=C1)C1=C(OC(NC2=CC=CC=C2)=N1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6202,0.6954,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.617 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.623 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2253,35215,C(=C/N1C=CN=C1)\C1=CC=CC=C1CC1NCCC=C1CC1=COCO1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6200,0.7414,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.691 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.549 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2254,35217,C(=C/N1C=CN=C1)\C1=CC=CC2=C1CC1C3=CC=CC=C3CCN1C2,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6192,0.7314,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.671 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.567 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2255,35212,C(=C/N1C=CN=C1)\C1=CC=CC2=C1CC1C3=CC4=C(C=C3CCN1C2)OCO4,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6192,0.7407,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.686 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.553 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2256,35214,C(=C/N1C=CN=C1)\C1=CC=CC=C1CC1NCCC2=CC3=C(C=C21)OCO3,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6189,0.7414,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.691 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.547 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2257,17927,C(OCC1=CC=C(C2=CC=C(N3COCC3)C=C2)C=C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6182,0.7616,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.762 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.475 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2258,35213,C(=C/N1C=CN=C1)\C1=CC=CC2=C1CC1C(=CCCN1C2)CC1=COCO1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6179,0.7407,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.686 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.550 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2259,5972,C(C1=CC=CC=C1)CC(C1=CC=CC=C1)NC1=NC=CS1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6169,0.7616,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.683 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.551 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2260,2759,C1=CC=C(CNCCCCCCC2=CC=NC3=C2NCC=C3)N=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6142,0.7529,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.608 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.621 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2261,2755,C1=CC=C(CNC2CCC(CCC3=CC=NC4=C3NCC=C4)CC2)N=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6140,0.7551,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.613 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.615 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2262,22913,C1=NC(CN[C@@H]2CCNCC2)=CC2=C1OCCO2,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6131,0.7494,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.596 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.630 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2263,93217,C1=CC=C(CN2CN(CNCCNC3=CC=CC(=C3)NC3CC3)N=C2C2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6094,0.6458,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.592 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.627 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2264,4688,C1=CC=C(CSC2=NN=C(NCCNC3=CC=C4CC=CN(C5CC5)C4=C3)S2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6062,0.7616,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.530 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.682 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2265,2756,C1=CC=C(CNC2CCC(CCC3=CC=NC4=C3NCC=C4)OC2)N=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6039,0.7607,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.599 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.609 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2266,20207,C1=C(CC2=CCC[N+]=C2CC2=CC=CC(OCCCN3C=CN=C3)=C2)OCO1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6030,0.7267,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.664 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.542 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2267,93215,C1=CC=C(CN2CN(CN3CCN(C4=CC=CC(=C4)NC4CC4)CC3)N=C2C2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6017,0.6310,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.589 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.615 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2268,4687,C1=CC=C(CSC2=NN=C(N3CCN(C4=CC=C5CC=CN(C6CC6)C5=C4)CC3)S2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.6003,0.7546,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.528 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.673 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2269,5641,C(CN1C=CN=N1)OCC1CCCC2CCC[C@H]21,S. aureus + E. coli (NOT C. albicans),2,15,14,1,0.5950,0.7227,87.50,"e_coli: 4 compounds (3 TP, 1 TN) | Avg Attr: 0.538 | Activity: 75.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.652 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2270,5188,C1NNC(CC2=CC=CC=C2)N1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5846,0.6326,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.580 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.589 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2271,5639,C(CN1C=CN=N1)O[C@@H]1CCCCC2CCCC1C2,S. aureus + E. coli (NOT C. albicans),2,15,14,1,0.5843,0.7616,87.50,"e_coli: 4 compounds (3 TP, 1 TN) | Avg Attr: 0.439 | Activity: 75.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.730 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2272,44902,C1=CC=C(N2C=NC3=CC=NC=C3C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5833,0.7015,100.00,"e_coli: 9 compounds (9 TP, 0 TN) | Avg Attr: 0.534 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.633 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2273,13419,C1=CC=C(CNCCNC2=CC=CC(=C2)NC2CC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5818,0.6509,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.582 | Activity: 100.00% || s_aureus: 9 compounds (9 TP, 0 TN) | Avg Attr: 0.582 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2274,4614,C1=CC=C(CC2=CC(SC3=NC=CN3)=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5801,0.7192,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.638 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.522 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2275,23605,C1=CC(N2CCNCC2)=NC(=C1)NC1CC1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5773,0.6346,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.588 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.566 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2276,53747,C1=CC=C(NCCCCNCCNC2=NC=CC=C2)N=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5753,0.6928,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.618 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.533 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2277,44900,C1=NC=C2CNC=NC2=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5613,0.7616,100.00,"e_coli: 9 compounds (9 TP, 0 TN) | Avg Attr: 0.630 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.493 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2278,30707,C(NC1=CC2=C(CNCC2)S1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,19,14,5,0.5593,0.7262,74.45,"e_coli: 9 compounds (8 TP, 1 TN) | Avg Attr: 0.525 | Activity: 88.89% || s_aureus: 10 compounds (6 TP, 4 TN) | Avg Attr: 0.593 | Activity: 60.00%"
POSITIVE SCAFFOLDS,2279,4617,C1=CC=C(CC2=CC(SC3=NC4=CC=CC=C4N3)=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5572,0.6921,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.597 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.517 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2280,21199,C1C[C@H]2CCC([N+]3=CC=CC=C3)=CN12,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5459,0.7526,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.366 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.726 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2281,5636,C(CN1C=CN=N1)O[C@@H]1CCCCCCC1,S. aureus + E. coli (NOT C. albicans),2,15,14,1,0.5434,0.7232,87.50,"e_coli: 4 compounds (3 TP, 1 TN) | Avg Attr: 0.428 | Activity: 75.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.659 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2282,39535,C1=CC=C(NCC2CCCNC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5431,0.6182,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.503 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.583 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2283,21196,C1CCN1C=C[N+]1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5318,0.7360,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.366 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.698 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2284,30126,C1=CC=C(N2CCC2)N=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5313,0.6103,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.505 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.558 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2285,9360,C1C[C@H]2SCC(C[N+]3=CC=CC(C4=NNC=C4)=C3)=CN12,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5125,0.7594,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.285 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.740 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2286,21197,C1=C([N+]2=CC=CC=C2)CCCN1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5078,0.7458,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.297 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.718 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2287,9357,C1CCN1C=CC[N+]1=CC=CC(C2=NNC=C2)=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.5023,0.7497,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.282 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.723 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2288,4692,C1=CC=C(CSC2=NN=C(NCCNC3=CC=CC(=C3)NC3CC3)S2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.4997,0.7048,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.398 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.601 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2289,32031,C(CNCCC1=NSC=N1)NC=CCSC1=NN=NN1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.4981,0.6459,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.559 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.437 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2290,5638,C(CN1C=CN=N1)OCC[C@@H]1CCCC1,S. aureus + E. coli (NOT C. albicans),2,15,14,1,0.4946,0.6629,87.50,"e_coli: 4 compounds (3 TP, 1 TN) | Avg Attr: 0.484 | Activity: 75.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.505 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2291,4690,C1=CC=C(CSC2=NN=C(N3CCN(C4=CC=CC(=C4)NC4CC4)CC3)S2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.4914,0.6957,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.388 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.595 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2292,5640,C(CN1C=CN=N1)O[C@@H]1CCCCC2CCC[C@H]2C1,S. aureus + E. coli (NOT C. albicans),2,15,14,1,0.4908,0.7199,87.50,"e_coli: 4 compounds (3 TP, 1 TN) | Avg Attr: 0.343 | Activity: 75.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.638 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2293,69713,C(CSC1=NN=C(NCCNC2=CC(=CC=C2)NC2CC2)S1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.4862,0.6151,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.390 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.583 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2294,69711,C(CSC1=NN=C(N2CCN(C3=CC(=CC=C3)NC3CC3)CC2)S1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.4806,0.6078,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.384 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.577 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2295,53461,C1CC2=CC=C([C@@H]3CCCN3)C=C2CC1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.4680,0.5966,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.358 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.578 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2296,9358,C1=C(C[N+]2=CC=CC(C3=NNC=C3)=C2)CSCN1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.4657,0.7337,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.222 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.709 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2297,44709,C(N[C@H]1CN(C2=CC=CC=C2)CC1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.4584,0.6594,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.331 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.586 | Activity: 100.00%"
POSITIVE SCAFFOLDS,2298,5628,C1=CC=C(CN[C@H]2CN(C3=CC=CC=C3)CC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.4425,0.6127,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.352 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.533 | Activity: 100.00%"
