"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_max_attribution","avg_activity_rate_percent","pathogen_breakdown"
POSITIVE SUBSTITUENTS,1,2250,N-C-CF,S. aureus + E. coli (NOT C. albicans),2,469,469,0,0.3570,0.3808,100.00,"e_coli: 182 compounds (182 TP, 0 TN) | Avg Attr: 0.350 | Activity: 100.00% || s_aureus: 287 compounds (287 TP, 0 TN) | Avg Attr: 0.364 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,443,58374,N-C-CCN1CCN(CC2=CC=C(Cl)C=C2Cl)CC1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.2485,0.3012,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.243 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.254 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,444,86561,CC1=C(C)C2=C(CCC(C)(C(=O)N/N=C\C(=O)N)O2)C(C)=C1O,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.2478,0.3045,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.197 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.298 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,445,17248,N=C/C1=C(F)C=CC=C1F,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.2463,0.3675,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.138 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.354 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,446,100302,COC(=O)C1=CN=CC=N1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.2339,0.3055,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.181 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.287 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,447,64084,O=C-C(C(=O)O)-CS,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.2309,0.3061,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.171 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.291 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,448,31003,CC1=NC(C)=CC=C1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.2267,0.3764,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.253 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.200 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,449,10717,N-C-CC1=NN=C(S)N1CC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.2180,0.3387,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.175 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.261 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,450,10806,CC1(N)CCNC1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.2140,0.3808,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.212 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.216 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,451,81566,O=C1C=CC2=C(O1)C1=CC=CC=C1C=C2,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.2135,0.3434,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.199 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.228 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,452,86558,CC-C(C)-C(O)-CC,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.2016,0.3146,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.248 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.155 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,453,65654,OCC1CCC=NO1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1971,0.2930,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.283 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.111 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,454,55742,CN1C=C(CSC2=NN=C(C3=CC=CN=C3)O2)N=N1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1938,0.2757,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.128 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.259 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,455,2674,NNC1=NC2=CC=CC=C2NC1=O,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1880,0.2444,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.238 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.138 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,456,2276,CC(CF)(CF)N-C-C(C(=O)O)-C=O,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1847,0.2523,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.152 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.217 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,457,72584,O=C1NC(=O)C2=NC=CN=C12,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1735,0.2488,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.173 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.174 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,458,116473,CC1=CC(C2=CC=CC=C2)=NN1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1721,0.2101,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.184 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.161 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,459,28377,CNC1CNC1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1689,0.2496,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.133 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.205 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,460,68260,CCO/N=C(\C(N)=O)C1=NSC(N)=N1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1606,0.2315,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.145 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.176 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,461,31261,CN1C=C(CCNC(=N)N)C2=CC=CC=C21,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1474,0.1630,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.141 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.154 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,462,9816,CO/N=C1/CCNCC1(C)N,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1473,0.2049,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.114 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.180 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,463,30782,CN1C=C(CNC(=O)C2=CC=CN=C2)N=N1,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1385,0.1659,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.150 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.127 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,464,4635,C-C(/C=C/C(=O)N(C)CC1=C(C)C2=CC=CC=C2S1)-C-N,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1377,0.2135,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.166 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.110 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,465,5440,CC(C)(C)N1C=C(C(=O)O)C(=O)C2=C1C=CC(F)=C2,S. aureus + E. coli (NOT C. albicans),2,10,10,0,0.1370,0.1908,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.145 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.129 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,466,34866,CCCC[Si](C)(C)C,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.3808,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,467,97556,C=C[C@@](C)(/C=C/C1=CC=C(OCCCC)C=C1)CCC=C(C)C,S. aureus + E. coli (NOT C. albicans),2,11,9,2,0.3546,0.3808,80.00,"e_coli: 5 compounds (3 TP, 2 TN) | Avg Attr: 0.360 | Activity: 60.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.350 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,468,25208,C-C(F)-C(N1CCSCC1)-C,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.3532,0.3808,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.371 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.335 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,469,68443,C-C(OC)-C-N,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.3386,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.380 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.297 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,470,11574,C-C(F)-C(C1=CC=CN=C1)-C,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.3364,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.349 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.324 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,471,10233,C-C(F)-C(N1CCC(CNCC)C1)-C,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.3316,0.3587,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.355 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.309 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,472,27422,C[C@@H](O)[C@@](C)(O)C,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.3255,0.3808,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.314 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.337 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,473,23491,C[C@H]1CN=C(N)N1C,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.3059,0.3779,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.372 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.240 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,474,54032,CCOC(=O)C1=CC=NN1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.3035,0.3808,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.248 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.359 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,475,4995,CC(=O)NO,S. aureus + E. coli (NOT C. albicans),2,10,9,1,0.2923,0.3808,92.86,"e_coli: 7 compounds (6 TP, 1 TN) | Avg Attr: 0.359 | Activity: 85.71% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.226 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,476,14450,C-C(F)-C(N1CC(N)C1)-CCl,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2906,0.3808,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.362 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.219 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,477,73429,CC1=C2N=C(Cl)C=CC2=CC=C1,S. aureus + E. coli (NOT C. albicans),2,10,9,1,0.2901,0.3525,90.00,"e_coli: 5 compounds (4 TP, 1 TN) | Avg Attr: 0.298 | Activity: 80.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.282 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,478,45860,CCOC(C)C,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2700,0.3631,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.264 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.276 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,479,46985,O[C@@H]1CCNC1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2630,0.3783,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.240 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.286 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,480,41728,COC1=CC(O)=C(C=O)C(=C1)C=O,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2619,0.3499,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.271 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.253 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,481,16313,C=C/C(=O)C1=CC(NCCN(C)C)=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2528,0.3343,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.329 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.176 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,482,44740,NCCC(=O)N,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2290,0.2471,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.222 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.236 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,483,1759,CC(C)(C)[C@@H](C=O)NC(=O)[C@H](CC1CCCC1)CN(O)C=O,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2289,0.3679,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.304 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.154 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,484,20040,O=C(O)CC(C-C-C(=O)-O)C1=C(O)C2=CC=CC=C2OC1=O,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2277,0.3132,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.158 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.298 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,485,34322,CCN1C=C(C(=O)O)C(=O)C2=C(O)C(F)=CC(F)=C21,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2224,0.3120,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.185 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.260 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,486,29911,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2169,0.3115,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.191 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.242 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,487,64818,C[C@H]1CNC[C@H]1N,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2126,0.3678,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.186 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.239 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,488,6032,C[C@@H]1C[C@H](N)CN1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2121,0.3729,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.193 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.231 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,489,31474,CSC1=NN=C(C2=CN=CC=N2)O1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2116,0.2827,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.230 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.193 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,490,56721,CCC[C@H](C)COS(=O)(=O)O,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2034,0.2949,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.283 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.124 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,491,10903,CC(=O)NC1CCNC1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.2024,0.2993,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.149 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.256 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,492,25005,O=S(=O)N1CCCC1,S. aureus + E. coli (NOT C. albicans),2,10,9,1,0.1923,0.3159,90.00,"e_coli: 5 compounds (4 TP, 1 TN) | Avg Attr: 0.206 | Activity: 80.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.179 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,493,15899,CON-C-C(C(=O)O)-C=O,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1891,0.2561,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.201 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.178 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,494,77193,N#CC1CCC=NO1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1800,0.2469,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.242 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.118 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,495,32496,CN-C-CCN1CCN(CC2=CC=C(Cl)C=C2Cl)CC1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1768,0.1979,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.181 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.173 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,496,11045,CC(C)C1=CSC(C2=NN=C(S)N2C2=CC=CC=C2)=N1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1594,0.2025,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.147 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.172 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,497,18060,C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1N,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1594,0.1990,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.163 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.156 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,498,8901,N#CC1=C(NC=O)N(C2=CC=C(Cl)C=C2)N=C1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1551,0.2654,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.148 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.162 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,499,62345,N-C-CCN1CCN(CC2=CC=C(C(F)(F)F)C=C2N2CCCC2)CC1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1524,0.2279,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.123 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.182 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,500,36407,CCO/N=C1/CNCC(N)C1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1485,0.2118,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.109 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.188 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,501,393,CCN[C@@H]1C[C@H](N)[C@@H](O)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1442,0.1940,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.146 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.143 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,502,15580,CCO/N=C1/CCNCC1(C)N,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1402,0.1940,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.115 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.165 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,503,26687,O=C(O)C1=CN(C2=CC=C(F)C=C2)C2=C(F)C=C(F)C=C2C1=O,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1240,0.1500,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.110 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.138 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,504,31473,CN1C=C(CSC2=NN=C(C3=CN=CC=N3)O2)N=N1,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1202,0.1475,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.107 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.134 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,505,2294,O=C(O)C1=CN(C2=CC=C(F)C=C2F)C2=C(C=C(F)C=N2)C1=O,S. aureus + E. coli (NOT C. albicans),2,9,9,0,0.1143,0.1393,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.118 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.110 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,506,10670,C\C=N\OC(=O)C1=CC=C(F)C=C1,S. aureus + E. coli (NOT C. albicans),2,8,8,0,0.3753,0.3808,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.375 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.376 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,507,14320,C/C(O)=C/C(C)=N/N,S. aureus + E. coli (NOT C. albicans),2,8,8,0,0.3724,0.3808,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.369 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.376 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,508,92557,C\C=N\OC(=O)/C=C/C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,8,8,0,0.3696,0.3808,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.371 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.368 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,509,14321,C=N/N=C(C)/C=C(/C)O,S. aureus + E. coli (NOT C. albicans),2,8,8,0,0.3695,0.3808,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.379 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.360 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,510,15902,CC(=CC=O)NC=O,S. aureus + E. coli (NOT C. albicans),2,8,8,0,0.3680,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.376 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.359 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,511,24687,C\C=N\OC(=O)C1=CC=CC=C1F,S. aureus + E. coli (NOT C. albicans),2,8,8,0,0.3674,0.3808,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.367 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.367 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,512,104608,CC/C(N)=N/O,S. aureus + E. coli (NOT C. albicans),2,8,8,0,0.3591,0.3808,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.337 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,513,10252,C-C(F)-C(N1CCNC(CF)C1)-C,S. aureus + E. coli (NOT C. albicans),2,8,8,0,0.3569,0.3771,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.376 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.338 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,514,117908,CC1SC=NC1=O,S. aureus + E. coli (NOT C. albicans),2,8,8,0,0.3546,0.3808,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.378 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.332 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,515,40226,C-C(N1CCC(N)C1)-C(F)-CC,S. aureus + E. coli (NOT C. albicans),2,8,8,0,0.3542,0.3765,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.373 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.335 | Activity: 100.00%"
